#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
184,GNK Dinamo Zagreb,Robert Ljubičić,1.0,0.29,0.0,7.0,6.0,16.67,6.5,6.5,Ataque,,,,,,,,,,,,,,
185,Rangers,James Tavernier,1.0,1.09,0.0,3.0,5.0,20.0,6.48,6.48,Ataque,,,,,,,,,,,,,,
186,AFC Ajax,Davy Klaassen,1.0,0.07,0.0,0.0,1.0,100.0,6.44,6.44,Ataque,,,,,,,,,,,,,,
187,Viktoria Plzeň,Jan Sýkora,1.0,0.49,0.0,1.0,3.0,33.33,6.3,6.3,Ataque,,,,,,,,,,,,,,
188,Borussia Dortmund,Gregor Kobel,0.0,0.0,0.0,0.0,0.0,0.0,7.83,7.83,Ataque,,,,,,,,,,,,,,
189,Atlético Madrid,Felipe,0.0,0.18,0.0,0.0,2.0,0.0,7.7,7.7,Ataque,,,,,,,,,,,,,,
190,Red Bull Salzburg,Fernando,0.0,0.58,1.0,1.0,4.0,0.0,7.6,7.6,Ataque,,,,,,,,,,,,,,
191,Juventus,Ángel Di María,0.0,0.32,0.0,4.0,4.0,0.0,7.57,7.57,Ataque,,,,,,,,,,,,,,
192,FC Bayern München,Manuel Neuer,0.0,0.0,0.0,0.0,0.0,0.0,7.57,7.57,Ataque,,,,,,,,,,,,,,
193,FC Porto,Diogo Costa,0.0,0.0,0.0,0.0,0.0,0.0,7.53,7.53,Ataque,,,,,,,,,,,,,,
194,Milan,Ciprian Tătărușanu,0.0,0.0,0.0,0.0,0.0,0.0,7.48,7.48,Ataque,,,,,,,,,,,,,,
195,Liverpool,Konstantinos Tsimikas,0.0,0.12,0.0,4.0,3.0,0.0,7.45,7.45,Ataque,,,,,,,,,,,,,,
196,FC København,Kamil Grabara,0.0,0.0,0.0,0.0,0.0,0.0,7.43,7.43,Ataque,,,,,,,,,,,,,,
197,Club Brugge KV,Simon Mignolet,0.0,0.0,0.0,0.0,0.0,0.0,7.41,7.41,Ataque,,,,,,,,,,,,,,
198,Inter,André Onana,0.0,0.0,0.0,0.0,0.0,0.0,7.41,7.41,Ataque,,,,,,,,,,,,,,
199,Tottenham Hotspur,Ivan Perišić,0.0,0.17,0.0,8.0,2.0,0.0,7.4,7.4,Ataque,,,,,,,,,,,,,,
200,Juventus,Samuel Iling Junior,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,Ataque,,,,,,,,,,,,,,
201,Tottenham Hotspur,Pape Matar Sarr,0.0,0.06,0.0,1.0,3.0,0.0,7.4,7.4,Ataque,,,,,,,,,,,,,,
202,Barcelona,Iñaki Peña,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,Ataque,,,,,,,,,,,,,,
203,Sevilla,Marko Dmitrović,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,Ataque,,,,,,,,,,,,,,
204,Borussia Dortmund,Thomas Meunier,0.0,0.13,0.0,2.0,2.0,0.0,7.38,7.38,Ataque,,,,,,,,,,,,,,
205,Real Madrid,Toni Kroos,0.0,0.28,0.0,2.0,10.0,0.0,7.37,7.37,Ataque,,,,,,,,,,,,,,
206,Real Madrid,Thibaut Courtois,0.0,0.0,0.0,0.0,0.0,0.0,7.34,7.34,Ataque,,,,,,,,,,,,,,
207,FC Bayern München,Sven Ulreich,0.0,0.0,0.0,0.0,0.0,0.0,7.33,7.33,Ataque,,,,,,,,,,,,,,
208,Milan,Malick Thiaw,0.0,0.77,1.0,1.0,3.0,0.0,7.33,7.33,Ataque,,,,,,,,,,,,,,
209,Atlético Madrid,Geoffrey Kondogbia,0.0,0.3,0.0,1.0,7.0,0.0,7.3,7.3,Ataque,,,,,,,,,,,,,,
210,Manchester City,Ederson,0.0,0.0,0.0,1.0,0.0,0.0,7.29,7.29,Ataque,,,,,,,,,,,,,,
211,Liverpool,Thiago Alcântara,0.0,0.17,0.0,2.0,3.0,0.0,7.28,7.28,Ataque,,,,,,,,,,,,,,
212,FC Bayern München,Yann Sommer,0.0,0.0,0.0,0.0,0.0,0.0,7.28,7.28,Ataque,,,,,,,,,,,,,,
213,Manchester City,Nathan Aké,0.0,0.16,0.0,2.0,4.0,0.0,7.27,7.27,Ataque,,,,,,,,,,,,,,
214,Shakhtar Donetsk,Anatoliy Trubin,0.0,0.0,0.0,0.0,0.0,0.0,7.27,7.27,Ataque,,,,,,,,,,,,,,
215,Inter,Alessandro Bastoni,0.0,0.21,0.0,2.0,4.0,0.0,7.26,7.26,Ataque,,,,,,,,,,,,,,
216,Barcelona,Jordi Alba,0.0,0.0,0.0,0.0,0.0,0.0,7.25,7.25,Ataque,,,,,,,,,,,,,,
217,Borussia Dortmund,Mats Hummels,0.0,0.04,0.0,0.0,1.0,0.0,7.25,7.25,Ataque,,,,,,,,,,,,,,
218,GNK Dinamo Zagreb,Dino Perić,0.0,0.0,0.0,1.0,0.0,0.0,7.25,7.25,Ataque,,,,,,,,,,,,,,
219,Manchester City,Jack Grealish,0.0,1.01,0.0,26.0,16.0,0.0,7.25,7.25,Ataque,,,,,,,,,,,,,,
220,Milan,Mike Maignan,0.0,0.0,0.0,0.0,0.0,0.0,7.21,7.21,Ataque,,,,,,,,,,,,,,
221,Benfica,Alexander Bah,0.0,0.07,0.0,8.0,2.0,0.0,7.21,7.21,Ataque,,,,,,,,,,,,,,
222,Napoli,Min-jae Kim,0.0,0.04,0.0,2.0,1.0,0.0,7.21,7.21,Ataque,,,,,,,,,,,,,,
223,Sevilla,Fernando,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,Ataque,,,,,,,,,,,,,,
224,Borussia Dortmund,Felix Passlack,0.0,0.0,0.0,1.0,0.0,0.0,7.2,7.2,Ataque,,,,,,,,,,,,,,
225,Chelsea,Enzo Fernández,0.0,0.77,1.0,5.0,19.0,0.0,7.19,7.19,Ataque,,,,,,,,,,,,,,
226,Barcelona,Raphinha,0.0,0.49,1.0,1.0,10.0,0.0,7.18,7.18,Ataque,,,,,,,,,,,,,,
227,FC Bayern München,Matthijs de Ligt,0.0,0.07,0.0,0.0,1.0,0.0,7.17,7.17,Ataque,,,,,,,,,,,,,,
228,FC Porto,Iván Marcano,0.0,0.1,0.0,0.0,1.0,0.0,7.17,7.17,Ataque,,,,,,,,,,,,,,
229,Chelsea,Thiago Silva,0.0,0.69,2.0,1.0,7.0,0.0,7.16,7.16,Ataque,,,,,,,,,,,,,,
230,Barcelona,Sergi Roberto,0.0,0.14,0.0,0.0,4.0,0.0,7.13,7.13,Ataque,,,,,,,,,,,,,,
231,Benfica,Nicolás Otamendi,0.0,0.27,0.0,0.0,4.0,0.0,7.13,7.13,Ataque,,,,,,,,,,,,,,
232,FC Porto,Otávio,0.0,0.65,0.0,11.0,5.0,0.0,7.13,7.13,Ataque,,,,,,,,,,,,,,
233,Eintracht Frankfurt,Kevin Trapp,0.0,0.0,0.0,0.0,0.0,0.0,7.13,7.13,Ataque,,,,,,,,,,,,,,
234,Napoli,Alex Meret,0.0,0.0,0.0,0.0,0.0,0.0,7.12,7.12,Ataque,,,,,,,,,,,,,,
235,Chelsea,Ben Chilwell,0.0,0.22,0.0,6.0,6.0,0.0,7.11,7.11,Ataque,,,,,,,,,,,,,,
236,Olympique de Marseille,Jordan Veretout,0.0,0.12,0.0,1.0,3.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
237,FC Porto,Fábio Cardoso,0.0,0.18,0.0,1.0,3.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
238,Juventus,Daniele Rugani,0.0,0.15,0.0,0.0,2.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
239,Liverpool,Cody Gakpo,0.0,0.09,0.0,2.0,2.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
240,Tottenham Hotspur,Fraser Forster,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
241,Sevilla,Marcão,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
242,Tottenham Hotspur,Hugo Lloris,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
243,Chelsea,Kepa Arrizabalaga,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,Ataque,,,,,,,,,,,,,,
244,FC Bayern München,João Cancelo,0.0,0.3,0.0,7.0,8.0,0.0,7.09,7.09,Ataque,,,,,,,,,,,,,,
245,Chelsea,Kalidou Koulibaly,0.0,0.47,1.0,1.0,3.0,0.0,7.09,7.09,Ataque,,,,,,,,,,,,,,
246,Milan,Sandro Tonali,0.0,0.63,0.0,6.0,9.0,0.0,7.08,7.08,Ataque,,,,,,,,,,,,,,
247,Liverpool,Jordan Henderson,0.0,0.0,0.0,2.0,0.0,0.0,7.08,7.08,Ataque,,,,,,,,,,,,,,
248,Napoli,Amir Rrahmani,0.0,0.22,0.0,1.0,3.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
249,FC Bayern München,Alphonso Davies,0.0,0.49,1.0,23.0,5.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
250,Olympique de Marseille,Valentin Rongier,0.0,0.4,0.0,4.0,4.0,0.0,7.07,7.07,Ataque,,,,,,,,,,,,,,
251,Benfica,Chiquinho,0.0,0.39,0.0,7.0,7.0,0.0,7.06,7.06,Ataque,,,,,,,,,,,,,,
252,Juventus,Juan Cuadrado,0.0,0.14,0.0,6.0,5.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
253,Celtic,Matt O'Riley,0.0,0.94,1.0,3.0,16.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
254,Milan,Simon Kjær,0.0,0.26,1.0,0.0,3.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
255,Juventus,Mattia Perin,0.0,0.0,0.0,0.0,0.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
256,Inter,Federico Dimarco,0.0,1.35,3.0,4.0,13.0,0.0,7.05,7.05,Ataque,,,,,,,,,,,,,,
257,Paris Saint-Germain,Marco Verratti,0.0,0.08,0.0,11.0,2.0,0.0,7.04,7.04,Ataque,,,,,,,,,,,,,,
258,Atlético Madrid,Axel Witsel,0.0,0.06,0.0,1.0,1.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
259,Barcelona,Andreas Christensen,0.0,0.05,0.0,1.0,1.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
260,Juventus,Leandro Paredes,0.0,0.12,0.0,1.0,3.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
261,FC Porto,Marko Grujić,0.0,0.5,0.0,2.0,7.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
262,Maccabi Haifa,Daniel Sundgren,0.0,0.02,0.0,1.0,1.0,0.0,7.03,7.03,Ataque,,,,,,,,,,,,,,
263,Bayer 04 Leverkusen,Edmond Tapsoba,0.0,0.07,0.0,0.0,3.0,0.0,7.02,7.02,Ataque,,,,,,,,,,,,,,
264,Borussia Dortmund,Niklas Süle,0.0,0.15,0.0,2.0,3.0,0.0,7.01,7.01,Ataque,,,,,,,,,,,,,,
265,Chelsea,Trevoh Chalobah,0.0,0.62,0.0,1.0,6.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
266,Paris Saint-Germain,Sergio Ramos,0.0,0.3,0.0,3.0,6.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
267,FC København,William Clem,0.0,0.17,0.0,0.0,3.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
268,GNK Dinamo Zagreb,Josip Mišić,0.0,0.13,0.0,2.0,5.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
269,Sporting,Luís Neto,0.0,0.09,0.0,0.0,1.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
270,FC København,Zeca,0.0,0.05,0.0,3.0,2.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
271,Manchester City,Stefan Ortega,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
272,Atlético Madrid,Jan Oblak,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
273,RB Leipzig,Janis Blaswich,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,Ataque,,,,,,,,,,,,,,
274,FC København,Viktor Claesson,0.0,0.47,1.0,4.0,7.0,0.0,6.98,6.98,Ataque,,,,,,,,,,,,,,
275,Red Bull Salzburg,Maurits Kjaergaard,0.0,0.63,0.0,3.0,9.0,0.0,6.98,6.98,Ataque,,,,,,,,,,,,,,
276,GNK Dinamo Zagreb,Dominik Livaković,0.0,0.0,0.0,0.0,0.0,0.0,6.98,6.98,Ataque,,,,,,,,,,,,,,
277,Club Brugge KV,Noa Lang,0.0,0.85,1.0,19.0,3.0,0.0,6.98,6.98,Ataque,,,,,,,,,,,,,,
278,Red Bull Salzburg,Oumar Solet,0.0,0.07,0.0,2.0,2.0,0.0,6.98,6.98,Ataque,,,,,,,,,,,,,,
279,Real Madrid,Nacho Fernández,0.0,0.02,0.0,1.0,1.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
280,FC Bayern München,Dayot Upamecano,0.0,0.0,0.0,4.0,0.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
281,Napoli,Mário Rui,0.0,0.37,0.0,3.0,6.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
282,FC Bayern München,Marcel Sabitzer,0.0,0.58,1.0,1.0,10.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
283,Milan,Davide Calabria,0.0,0.18,0.0,2.0,3.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
284,RB Leipzig,Dani Olmo,0.0,0.11,0.0,1.0,2.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
285,Bayer 04 Leverkusen,Charles Aránguiz,0.0,0.06,0.0,0.0,1.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
286,Liverpool,Ibrahima Konaté,0.0,0.03,0.0,1.0,1.0,0.0,6.97,6.97,Ataque,,,,,,,,,,,,,,
287,Manchester City,Kyle Walker,0.0,0.03,0.0,4.0,1.0,0.0,6.96,6.96,Ataque,,,,,,,,,,,,,,
288,Inter,Francesco Acerbi,0.0,0.45,0.0,1.0,8.0,0.0,6.96,6.96,Ataque,,,,,,,,,,,,,,
289,Real Madrid,Daniel Carvajal,0.0,0.17,0.0,0.0,2.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
290,Liverpool,Diogo Jota,0.0,0.84,0.0,2.0,7.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
291,Shakhtar Donetsk,Georgiy Sudakov,0.0,0.07,0.0,6.0,2.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
292,Sevilla,Ivan Rakitić,0.0,0.23,0.0,1.0,5.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
293,Bayer 04 Leverkusen,Mitchel Bakker,0.0,0.41,1.0,5.0,6.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
294,Inter,Milan Škriniar,0.0,0.14,1.0,0.0,2.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
295,Sevilla,Kike Salas,0.0,0.04,0.0,1.0,1.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
296,Red Bull Salzburg,Philipp Köhn,0.0,0.0,0.0,0.0,0.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
297,Club Brugge KV,Brandon Mechele,0.0,0.0,0.0,0.0,0.0,0.0,6.95,6.95,Ataque,,,,,,,,,,,,,,
298,Chelsea,Mason Mount,0.0,0.8,1.0,5.0,14.0,0.0,6.94,6.94,Ataque,,,,,,,,,,,,,,
299,Tottenham Hotspur,Emerson Royal,0.0,0.5,1.0,2.0,8.0,0.0,6.94,6.94,Ataque,,,,,,,,,,,,,,
300,Shakhtar Donetsk,Valeriy Bondar,0.0,0.18,0.0,1.0,1.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
301,Milan,Theo Hernández,0.0,0.5,0.0,7.0,10.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
302,Borussia Dortmund,Nico Schlotterbeck,0.0,0.04,0.0,5.0,2.0,0.0,6.93,6.93,Ataque,,,,,,,,,,,,,,
303,Barcelona,Pedri,0.0,0.94,3.0,9.0,6.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
304,FC Bayern München,Noussair Mazraoui,0.0,0.23,0.0,6.0,4.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
305,Napoli,Stanislav Lobotka,0.0,0.1,0.0,6.0,3.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
306,Olympique de Marseille,Eric Bailly,0.0,0.0,0.0,1.0,1.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
307,Borussia Dortmund,Alexander Meyer,0.0,0.0,0.0,0.0,0.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
308,Red Bull Salzburg,Strahinja Pavlović,0.0,0.28,1.0,3.0,3.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
309,Celtic,Sead Hakšabanović,0.0,0.15,0.0,3.0,2.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
310,Paris Saint-Germain,Danilo Pereira,0.0,0.04,0.0,4.0,1.0,0.0,6.92,6.92,Ataque,,,,,,,,,,,,,,
311,Benfica,Florentino Luís,0.0,0.36,0.0,3.0,5.0,0.0,6.91,6.91,Ataque,,,,,,,,,,,,,,
312,Milan,Pierre Kalulu,0.0,0.04,0.0,2.0,2.0,0.0,6.91,6.91,Ataque,,,,,,,,,,,,,,
313,Red Bull Salzburg,Maximilian Wöber,0.0,0.05,0.0,0.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
314,AFC Ajax,Owen Wijndal,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
315,Atlético Madrid,José María Giménez,0.0,0.51,1.0,0.0,4.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
316,RB Leipzig,Amadou Haidara,0.0,0.35,0.0,2.0,6.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
317,Chelsea,Marc Cucurella,0.0,0.33,1.0,1.0,1.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
318,FC København,Denis Vavro,0.0,0.19,0.0,1.0,3.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
319,Borussia Dortmund,Emre Can,0.0,0.15,0.0,5.0,6.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
320,Bayer 04 Leverkusen,Jonathan Tah,0.0,0.07,0.0,0.0,1.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
321,Barcelona,Gavi,0.0,0.06,0.0,3.0,2.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
322,GNK Dinamo Zagreb,Kévin Théophile-Catherine,0.0,0.03,0.0,0.0,1.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
323,Real Madrid,Jesús Vallejo,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
324,Shakhtar Donetsk,Mykola Matviyenko,0.0,0.0,0.0,1.0,0.0,0.0,6.9,6.9,Ataque,,,,,,,,,,,,,,
325,GNK Dinamo Zagreb,Josip Šutalo,0.0,0.13,0.0,3.0,1.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
326,Juventus,Manuel Locatelli,0.0,0.47,0.0,1.0,8.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
327,Manchester City,Sergio Gómez,0.0,0.24,0.0,5.0,7.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
328,Bayer 04 Leverkusen,Odilon Kossounou,0.0,0.09,0.0,3.0,2.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
329,Eintracht Frankfurt,Djibril Sow,0.0,0.07,0.0,0.0,3.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
330,Barcelona,Frenkie de Jong,0.0,0.0,0.0,4.0,0.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
331,Paris Saint-Germain,Gianluigi Donnarumma,0.0,0.0,0.0,0.0,0.0,0.0,6.88,6.88,Ataque,,,,,,,,,,,,,,
332,Real Madrid,Aurélien Tchouaméni,0.0,0.4,0.0,3.0,9.0,0.0,6.87,6.87,Ataque,,,,,,,,,,,,,,
333,Inter,Marcelo Brozović,0.0,0.17,0.0,5.0,4.0,0.0,6.87,6.87,Ataque,,,,,,,,,,,,,,
334,Liverpool,Virgil van Dijk,0.0,1.03,0.0,1.0,12.0,0.0,6.85,6.85,Ataque,,,,,,,,,,,,,,
335,Tottenham Hotspur,Matt Doherty,0.0,0.14,0.0,0.0,4.0,0.0,6.85,6.85,Ataque,,,,,,,,,,,,,,
336,Atlético Madrid,Thomas Lemar,0.0,0.05,0.0,1.0,1.0,0.0,6.85,6.85,Ataque,,,,,,,,,,,,,,
337,FC Porto,Pepe,0.0,0.04,0.0,0.0,1.0,0.0,6.85,6.85,Ataque,,,,,,,,,,,,,,
338,Juventus,Nicolò Fagioli,0.0,0.0,0.0,1.0,0.0,0.0,6.85,6.85,Ataque,,,,,,,,,,,,,,
339,Napoli,Alessandro Zanoli,0.0,0.0,0.0,1.0,0.0,0.0,6.85,6.85,Ataque,,,,,,,,,,,,,,
340,Eintracht Frankfurt,Makoto Hasebe,0.0,0.0,0.0,0.0,0.0,0.0,6.85,6.85,Ataque,,,,,,,,,,,,,,
341,RB Leipzig,Xaver Schlager,0.0,0.06,0.0,5.0,2.0,0.0,6.84,6.84,Ataque,,,,,,,,,,,,,,
342,Borussia Dortmund,Giovanni Reyna,0.0,0.17,0.0,5.0,3.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
343,AFC Ajax,Calvin Bassey,0.0,0.0,0.0,5.0,0.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
344,Atlético Madrid,Reinildo Mandava,0.0,0.29,0.0,3.0,3.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
345,FC København,Victor Kristiansen,0.0,0.16,0.0,1.0,2.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
346,Tottenham Hotspur,Bryan Gil,0.0,0.02,0.0,1.0,1.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
347,Club Brugge KV,Dedryck Boyata,0.0,0.0,0.0,0.0,0.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
348,Sporting,Manuel Ugarte,0.0,0.0,0.0,10.0,0.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
349,Bayer 04 Leverkusen,Lukáš Hrádecký,0.0,0.0,0.0,0.0,0.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
350,Tottenham Hotspur,Eric Dier,0.0,1.1,2.0,0.0,9.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
351,Tottenham Hotspur,Cristian Romero,0.0,0.28,0.0,0.0,2.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
352,Juventus,Alex Sandro,0.0,0.03,0.0,2.0,1.0,0.0,6.83,6.83,Ataque,,,,,,,,,,,,,,
353,AFC Ajax,Dušan Tadić,0.0,0.45,1.0,5.0,4.0,0.0,6.82,6.82,Ataque,,,,,,,,,,,,,,
354,Bayer 04 Leverkusen,Kerem Demirbay,0.0,1.14,1.0,1.0,7.0,0.0,6.82,6.82,Ataque,,,,,,,,,,,,,,
355,Atlético Madrid,Saúl Ñíguez,0.0,0.56,1.0,1.0,5.0,0.0,6.82,6.82,Ataque,,,,,,,,,,,,,,
356,Chelsea,César Azpilicueta,0.0,0.0,0.0,1.0,0.0,0.0,6.82,6.82,Ataque,,,,,,,,,,,,,,
357,Olympique de Marseille,Jonathan Clauss,0.0,0.29,0.0,7.0,5.0,0.0,6.82,6.82,Ataque,,,,,,,,,,,,,,
358,Tottenham Hotspur,Pedro Porro,0.0,0.2,0.0,7.0,6.0,0.0,6.82,6.82,Ataque,,,,,,,,,,,,,,
359,Atlético Madrid,Nahuel Molina,0.0,0.15,0.0,2.0,3.0,0.0,6.82,6.82,Ataque,,,,,,,,,,,,,,
360,Maccabi Haifa,Neta Lavi,0.0,0.05,0.0,3.0,1.0,0.0,6.82,6.82,Ataque,,,,,,,,,,,,,,
361,Chelsea,Ruben Loftus-Cheek,0.0,0.09,0.0,3.0,2.0,0.0,6.81,6.81,Ataque,,,,,,,,,,,,,,
362,RB Leipzig,Willi Orbán,0.0,0.45,1.0,3.0,4.0,0.0,6.81,6.81,Ataque,,,,,,,,,,,,,,
363,Bayer 04 Leverkusen,Jeremie Frimpong,0.0,0.44,1.0,4.0,4.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
364,Barcelona,Jules Koundé,0.0,0.0,0.0,2.0,0.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
365,FC København,Valdemar Lund,0.0,0.32,0.0,0.0,3.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
366,FC København,Paul Mukairu,0.0,0.27,0.0,4.0,2.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
367,Manchester City,Cole Palmer,0.0,0.26,0.0,4.0,4.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
368,Real Madrid,David Alaba,0.0,0.26,0.0,3.0,5.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
369,Barcelona,Sergio Busquets,0.0,0.23,1.0,1.0,2.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
370,Tottenham Hotspur,Ryan Sessegnon,0.0,0.2,1.0,1.0,1.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
371,Red Bull Salzburg,Amar Dedić,0.0,0.15,0.0,4.0,3.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
372,Atlético Madrid,Koke,0.0,0.12,0.0,0.0,2.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
373,Sporting,Sebastián Coates,0.0,0.1,0.0,1.0,2.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
374,Juventus,Federico Chiesa,0.0,0.09,0.0,0.0,1.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
375,Tottenham Hotspur,Japhet Tanganga,0.0,0.06,0.0,0.0,1.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
376,Real Madrid,Ferland Mendy,0.0,0.03,0.0,2.0,1.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
377,Bayer 04 Leverkusen,Piero Hincapié,0.0,0.03,0.0,2.0,1.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
378,Liverpool,Alex Oxlade-Chamberlain,0.0,0.0,0.0,2.0,0.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
379,Sporting,Dário Essugo,0.0,0.0,0.0,1.0,0.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
380,Celtic,Carl Starfelt,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.8,Ataque,,,,,,,,,,,,,,
