#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
442,Celtic,Reo Hatate,,,,,,,6.75,6.75,Passe,,,,,0.0,0.0,186.0,77.5,7.0,,,,,
443,Olympique de Marseille,Dimitri Payet,,,,,,,6.75,6.75,Passe,,,,,0.0,0.0,45.0,86.54,1.0,,,,,
444,Celtic,Cameron Carter-Vickers,,,,,,,6.75,6.75,Passe,,,,,0.0,0.0,285.0,95.32,0.0,,,,,
445,Barcelona,Gerard Piqué,,,,,,,6.75,6.75,Passe,,,,,0.0,0.0,224.0,92.56,0.0,,,,,
446,Olympique de Marseille,Pape Gueye,,,,,,,6.75,6.75,Passe,,,,,0.0,0.0,47.0,92.16,0.0,,,,,
447,Inter,Stefan de Vrij,,,,,,,6.75,6.75,Passe,,,,,0.0,0.0,64.0,84.21,0.0,,,,,
448,Juventus,Weston McKennie,,,,,,,6.74,6.74,Passe,,,,,0.0,0.0,111.0,78.17,0.0,,,,,
449,GNK Dinamo Zagreb,Stefan Ristovski,,,,,,,6.74,6.74,Passe,,,,,0.0,0.0,140.0,86.96,3.0,,,,,
450,Rangers,Allan McGregor,,,,,,,6.74,6.74,Passe,,,,,0.0,0.0,101.0,58.05,0.0,,,,,
451,Liverpool,Fabinho,,,,,,,6.74,6.74,Passe,,,,,0.0,0.0,405.0,88.62,5.0,,,,,
452,Maccabi Haifa,Abdoulaye Seck,,,,,,,6.73,6.73,Passe,,,,,0.0,0.0,155.0,85.16,0.0,,,,,
453,Atlético Madrid,Yannick Carrasco,,,,,,,6.73,6.73,Passe,,,,,0.0,1.0,116.0,84.67,5.0,,,,,
454,Juventus,Leonardo Bonucci,,,,,,,6.73,6.73,Passe,,,,,0.0,0.0,260.0,87.54,0.0,,,,,
455,FC København,Rasmus Falk Jensen,,,,,,,6.73,6.73,Passe,,,,,0.0,0.0,89.0,88.12,1.0,,,,,
456,Barcelona,Eric García,,,,,,,6.73,6.73,Passe,,,,,0.0,1.0,181.0,96.28,1.0,,,,,
457,Red Bull Salzburg,Bernardo,,,,,,,6.73,6.73,Passe,,,,,0.0,0.0,49.0,68.06,0.0,,,,,
458,Liverpool,Andrew Robertson,,,,,,,6.72,6.72,Passe,,,,,0.0,2.0,197.0,85.65,8.0,,,,,
459,Paris Saint-Germain,Juan Bernat,,,,,,,6.72,6.72,Passe,,,,,0.0,0.0,170.0,91.89,1.0,,,,,
460,Milan,Tommaso Pobega,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,51.0,66.23,2.0,,,,,
461,Juventus,Bremer,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,122.0,85.31,0.0,,,,,
462,Celtic,Moritz Jenz,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,426.0,93.42,0.0,,,,,
463,Red Bull Salzburg,Nicolás Capaldo,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,41.0,59.42,2.0,,,,,
464,Club Brugge KV,Eduard Sobol,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,31.0,77.5,1.0,,,,,
465,Sporting,Abdul Fatawu Issahaku,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,16.0,80.0,0.0,,,,,
466,Barcelona,Héctor Bellerín,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,60.0,80.0,1.0,,,,,
467,Benfica,Diogo Gonçalves,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,14.0,87.5,0.0,,,,,
468,Eintracht Frankfurt,Timothy Chandler,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,3.0,75.0,0.0,,,,,
469,Viktoria Plzeň,Aleš Čermák,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,23.0,85.19,1.0,,,,,
470,RB Leipzig,Abdou Diallo,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,172.0,91.98,1.0,,,,,
471,Red Bull Salzburg,Lucas Gourna-Douath,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,118.0,77.63,1.0,,,,,
472,Barcelona,Marc Casadó,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,26.0,89.66,0.0,,,,,
473,Sporting,Mateus Fernandes,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,4.0,44.44,0.0,,,,,
474,Barcelona,Álvaro Sanz Catalán,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,10.0,83.33,0.0,,,,,
475,GNK Dinamo Zagreb,Rasmus Lauritsen,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
476,Celtic,James McCarthy,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,8.0,80.0,0.0,,,,,
477,Sporting,Rochinha,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,3.0,60.0,1.0,,,,,
478,Bayer 04 Leverkusen,Exequiel Palacios,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,60.0,81.08,1.0,,,,,
479,Manchester City,Josh Wilson-Esbrand,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,25.0,83.33,0.0,,,,,
480,Benfica,Morato,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,99.0,92.52,1.0,,,,,
481,Juventus,Mattia De Sciglio,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,37.0,78.72,1.0,,,,,
482,Olympique de Marseille,Pau López,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,115.0,73.72,0.0,,,,,
483,Shakhtar Donetsk,Taras Stepanenko,,,,,,,6.7,6.7,Passe,,,,,0.0,0.0,237.0,86.5,2.0,,,,,
484,Milan,Rade Krunić,,,,,,,6.69,6.69,Passe,,,,,0.0,0.0,280.0,83.33,0.0,,,,,
485,Club Brugge KV,Abakar Sylla,,,,,,,6.68,6.68,Passe,,,,,0.0,0.0,271.0,88.27,1.0,,,,,
486,Olympique de Marseille,Samuel Gigot,,,,,,,6.68,6.68,Passe,,,,,0.0,0.0,154.0,92.77,0.0,,,,,
487,Juventus,Moise Kean,,,,,,,6.68,6.68,Passe,,,,,0.0,0.0,12.0,75.0,0.0,,,,,
488,Eintracht Frankfurt,Evan Ndicka,,,,,,,6.68,6.68,Passe,,,,,0.0,1.0,343.0,84.07,1.0,,,,,
489,Red Bull Salzburg,Dijon Kameri,,,,,,,6.68,6.68,Passe,,,,,0.0,0.0,30.0,76.92,2.0,,,,,
490,Sporting,Jeremiah St. Juste,,,,,,,6.68,6.68,Passe,,,,,0.0,0.0,103.0,88.03,1.0,,,,,
491,Liverpool,James Milner,,,,,,,6.67,6.67,Passe,,,,,0.0,0.0,123.0,85.42,1.0,,,,,
492,Benfica,Odysseas Vlachodimos,,,,,,,6.67,6.67,Passe,,,,,0.0,0.0,154.0,69.68,0.0,,,,,
493,Sevilla,Alex Telles,,,,,,,6.67,6.67,Passe,,,,,0.0,1.0,139.0,78.53,5.0,,,,,
494,FC København,Lukas Lerager,,,,,,,6.67,6.67,Passe,,,,,0.0,0.0,125.0,79.11,4.0,,,,,
495,GNK Dinamo Zagreb,Petar Bočkaj,,,,,,,6.67,6.67,Passe,,,,,0.0,0.0,10.0,71.43,0.0,,,,,
496,GNK Dinamo Zagreb,Sadegh Moharrami,,,,,,,6.67,6.67,Passe,,,,,0.0,0.0,132.0,84.08,7.0,,,,,
497,Liverpool,Alisson,,,,,,,6.66,6.66,Passe,,,,,0.0,0.0,206.0,87.29,0.0,,,,,
498,Club Brugge KV,Raphael Onyedika,,,,,,,6.66,6.66,Passe,,,,,0.0,0.0,232.0,84.98,2.0,,,,,
499,Tottenham Hotspur,Ben Davies,,,,,,,6.66,6.66,Passe,,,,,0.0,0.0,183.0,83.56,0.0,,,,,
500,Benfica,João Neves,,,,,,,6.65,6.65,Passe,,,,,0.0,1.0,37.0,90.24,1.0,,,,,
501,Chelsea,N'Golo Kanté,,,,,,,6.65,6.65,Passe,,,,,0.0,0.0,63.0,85.14,3.0,,,,,
502,FC Porto,Danny Namaso,,,,,,,6.65,6.65,Passe,,,,,0.0,0.0,19.0,86.36,0.0,,,,,
503,Borussia Dortmund,Sébastien Haller,,,,,,,6.65,6.65,Passe,,,,,0.0,0.0,34.0,68.0,1.0,,,,,
504,Sevilla,Thomas Delaney,,,,,,,6.65,6.65,Passe,,,,,0.0,0.0,81.0,77.14,2.0,,,,,
505,Benfica,Gonçalo Guedes,,,,,,,6.65,6.65,Passe,,,,,0.0,0.0,13.0,72.22,1.0,,,,,
506,Real Madrid,Andriy Lunin,,,,,,,6.65,6.65,Passe,,,,,0.0,0.0,32.0,94.12,0.0,,,,,
507,Paris Saint-Germain,Renato Sanches,,,,,,,6.65,6.65,Passe,,,,,0.0,0.0,102.0,96.23,0.0,,,,,
508,Manchester City,Kalvin Phillips,,,,,,,6.65,6.65,Passe,,,,,0.0,0.0,44.0,95.65,0.0,,,,,
509,Maccabi Haifa,Nikita Rukavytsya,,,,,,,6.64,6.64,Passe,,,,,0.0,0.0,11.0,78.57,1.0,,,,,
510,RB Leipzig,Kevin Kampl,,,,,,,6.64,6.64,Passe,,,,,0.0,0.0,173.0,94.54,2.0,,,,,
511,Olympique de Marseille,Luis Javier Suárez,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,21.0,67.74,3.0,,,,,
512,Sevilla,Suso,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,78.0,85.71,3.0,,,,,
513,Celtic,Greg Taylor,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,288.0,85.21,9.0,,,,,
514,Napoli,Alessio Zerbin,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,25.0,75.76,1.0,,,,,
515,Sporting,Matheus Reis,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,278.0,87.97,1.0,,,,,
516,Liverpool,Stefan Bajčetić,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,60.0,78.95,0.0,,,,,
517,FC Porto,Bruno Costa,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,17.0,89.47,1.0,,,,,
518,GNK Dinamo Zagreb,Marko Bulat,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,19.0,82.61,0.0,,,,,
519,Shakhtar Donetsk,Artem Bondarenko,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,241.0,87.96,5.0,,,,,
520,Chelsea,Hakim Ziyech,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,57.0,83.82,2.0,,,,,
521,Paris Saint-Germain,Nordi Mukiele,,,,,,,6.63,6.63,Passe,,,,,0.0,0.0,36.0,78.26,1.0,,,,,
522,Napoli,Eljif Elmas,,,,,,,6.62,6.62,Passe,,,,,0.0,0.0,156.0,90.17,4.0,,,,,
523,FC Bayern München,Mathys Tel,,,,,,,6.62,6.62,Passe,,,,,0.0,0.0,32.0,80.0,2.0,,,,,
524,Maccabi Haifa,Dean David,,,,,,,6.62,6.62,Passe,,,,,0.0,0.0,25.0,56.82,1.0,,,,,
525,Eintracht Frankfurt,Ansgar Knauff,,,,,,,6.62,6.62,Passe,,,,,0.0,1.0,64.0,62.75,3.0,,,,,
526,FC København,Kevin Diks,,,,,,,6.62,6.62,Passe,,,,,0.0,0.0,104.0,74.29,2.0,,,,,
527,Bayer 04 Leverkusen,Patrik Schick,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,74.0,78.72,2.0,,,,,
528,Red Bull Salzburg,Benjamin Šeško,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,53.0,60.92,3.0,,,,,
529,AFC Ajax,Devyne Rensch,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,90.0,83.33,2.0,,,,,
530,Sevilla,José Ángel Carmona,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,241.0,87.96,3.0,,,,,
531,Juventus,Matías Soulé,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,16.0,94.12,1.0,,,,,
532,Liverpool,Fabio Carvalho,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,46.0,85.19,3.0,,,,,
533,FC København,Davit Khocholava,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,191.0,86.04,0.0,,,,,
534,Sevilla,Nemanja Gudelj,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,294.0,90.18,2.0,,,,,
535,Shakhtar Donetsk,Oleg Ocheretko,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,4.0,66.67,0.0,,,,,
536,Milan,Fikayo Tomori,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,441.0,86.3,3.0,,,,,
537,Barcelona,Ronald Araújo,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,46.0,85.19,0.0,,,,,
538,GNK Dinamo Zagreb,Mahir Emreli,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,6.0,85.71,1.0,,,,,
539,Liverpool,Calvin Ramsay,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,3.0,100.0,0.0,,,,,
540,Sporting,Jovane Cabral,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,5.0,83.33,0.0,,,,,
541,Borussia Dortmund,Soumaila Coulibaly,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,14.0,93.33,0.0,,,,,
542,Club Brugge KV,Mats Rits,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,5.0,100.0,0.0,,,,,
543,Celtic,Stephen Welsh,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,55.0,94.83,0.0,,,,,
544,Club Brugge KV,Lynnt Audoor,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,3.0,50.0,0.0,,,,,
545,Bayer 04 Leverkusen,Sardar Azmoun,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,2.0,66.67,1.0,,,,,
546,FC København,Nicolai Boilesen,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,81.0,96.43,1.0,,,,,
547,Paris Saint-Germain,Warren Zaïre-Emery,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,29.0,82.86,2.0,,,,,
548,Tottenham Hotspur,Yves Bissouma,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,65.0,90.28,0.0,,,,,
549,Paris Saint-Germain,Presnel Kimpembe,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,93.0,94.9,0.0,,,,,
550,Eintracht Frankfurt,Hrvoje Smolčić,,,,,,,6.6,6.6,Passe,,,,,0.0,0.0,38.0,74.51,0.0,,,,,
551,Milan,Junior Messias,,,,,,,6.59,6.59,Passe,,,,,0.0,0.0,67.0,77.01,5.0,,,,,
552,Eintracht Frankfurt,Randal Kolo Muani,,,,,,,6.59,6.59,Passe,,,,,0.0,0.0,60.0,68.18,3.0,,,,,
553,FC Porto,Toni Martínez,,,,,,,6.58,6.58,Passe,,,,,0.0,0.0,21.0,55.26,2.0,,,,,
554,Rangers,Steven Davis,,,,,,,6.58,6.58,Passe,,,,,0.0,0.0,91.0,80.53,1.0,,,,,
555,GNK Dinamo Zagreb,Martin Baturina,,,,,,,6.58,6.58,Passe,,,,,0.0,0.0,29.0,82.86,2.0,,,,,
556,Benfica,Gilberto,,,,,,,6.58,6.58,Passe,,,,,0.0,0.0,125.0,83.33,0.0,,,,,
557,Sevilla,Marcos Acuña,,,,,,,6.58,6.58,Passe,,,,,0.0,1.0,50.0,71.43,4.0,,,,,
558,Borussia Dortmund,Marius Wolf,,,,,,,6.58,6.58,Passe,,,,,0.0,0.0,56.0,76.71,1.0,,,,,
559,Sevilla,Kasper Dolberg,,,,,,,6.58,6.58,Passe,,,,,0.0,0.0,15.0,78.95,2.0,,,,,
560,Rangers,Connor Goldson,,,,,,,6.58,6.58,Passe,,,,,0.0,0.0,115.0,76.16,1.0,,,,,
561,Viktoria Plzeň,Erik Jirka,,,,,,,6.57,6.57,Passe,,,,,0.0,0.0,47.0,69.12,5.0,,,,,
562,Sporting,Sotiris Alexandropoulos,,,,,,,6.57,6.57,Passe,,,,,0.0,0.0,33.0,78.57,0.0,,,,,
563,Napoli,Juan Jesus,,,,,,,6.57,6.57,Passe,,,,,0.0,0.0,137.0,91.33,0.0,,,,,
564,Borussia Dortmund,Anthony Modeste,,,,,,,6.56,6.56,Passe,,,,,0.0,0.0,26.0,63.41,1.0,,,,,
565,Rangers,Ryan Jack,,,,,,,6.55,6.55,Passe,,,,,0.0,1.0,61.0,82.43,3.0,,,,,
566,Tottenham Hotspur,Dejan Kulusevski,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,66.0,82.5,4.0,,,,,
567,Liverpool,Curtis Jones,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,36.0,83.72,1.0,,,,,
568,Viktoria Plzeň,Modou N'Diaye,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,46.0,75.41,0.0,,,,,
569,FC København,Mathew Ryan,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,31.0,52.54,0.0,,,,,
570,RB Leipzig,Lukas Klostermann,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,16.0,88.89,0.0,,,,,
571,Sporting,José Marsà,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,24.0,88.89,0.0,,,,,
572,Celtic,Oliver Abildgaard,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,24.0,72.73,0.0,,,,,
573,Napoli,Gianluca Gaetano,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,32.0,88.89,0.0,,,,,
574,Club Brugge KV,Éder Balanta,,,,,,,6.55,6.55,Passe,,,,,0.0,0.0,13.0,76.47,1.0,,,,,
575,Atlético Madrid,Álvaro Morata,,,,,,,6.54,6.54,Passe,,,,,0.0,0.0,37.0,64.91,3.0,,,,,
576,Maccabi Haifa,Dylan Batubinsika,,,,,,,6.54,6.54,Passe,,,,,0.0,0.0,174.0,87.88,0.0,,,,,
577,Barcelona,Marc-André ter Stegen,,,,,,,6.54,6.54,Passe,,,,,0.0,0.0,127.0,90.71,0.0,,,,,
578,Atlético Madrid,Mario Hermoso,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,107.0,93.86,1.0,,,,,
579,Barcelona,Pablo Torre,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,70.0,89.74,1.0,,,,,
580,Atlético Madrid,Ángel Correa,,,,,,,6.53,6.53,Passe,,,,,0.0,1.0,90.0,84.91,6.0,,,,,
581,AFC Ajax,Youri Baas,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,22.0,88.0,0.0,,,,,
582,Atlético Madrid,Marcos Llorente,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,92.0,87.62,2.0,,,,,
583,Olympique de Marseille,Gerson,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,51.0,86.44,0.0,,,,,
584,Tottenham Hotspur,Lucas Moura,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,34.0,62.96,3.0,,,,,
585,Bayer 04 Leverkusen,Amine Adli,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,42.0,71.19,2.0,,,,,
586,Eintracht Frankfurt,Christopher Lenz,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,64.0,76.19,3.0,,,,,
587,Milan,Fodé Ballo-Touré,,,,,,,6.53,6.53,Passe,,,,,0.0,0.0,51.0,86.44,0.0,,,,,
588,Sporting,Hidemasa Morita,,,,,,,6.52,6.52,Passe,,,,,0.0,1.0,115.0,77.7,1.0,,,,,
589,FC Porto,David Carmo,,,,,,,6.52,6.52,Passe,,,,,0.0,0.0,166.0,78.67,1.0,,,,,
590,RB Leipzig,Yussuf Poulsen,,,,,,,6.52,6.52,Passe,,,,,0.0,0.0,6.0,46.15,0.0,,,,,
591,Sporting,Antonio Adán,,,,,,,6.52,6.52,Passe,,,,,0.0,0.0,126.0,66.32,0.0,,,,,
592,Rangers,Scott Arfield,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,59.0,70.24,1.0,,,,,
593,GNK Dinamo Zagreb,Robert Ljubičić,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,229.0,75.33,2.0,,,,,
594,GNK Dinamo Zagreb,Luka Ivanušec,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,171.0,82.21,4.0,,,,,
595,Red Bull Salzburg,Andreas Ulmer,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,86.0,64.18,3.0,,,,,
596,Viktoria Plzeň,Fortune Akpan Bassey,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,22.0,81.48,2.0,,,,,
597,Celtic,Aaron Mooy,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,108.0,87.1,2.0,,,,,
598,Shakhtar Donetsk,Ivan Petriak,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,30.0,76.92,2.0,,,,,
599,Eintracht Frankfurt,Kristijan Jakić,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,259.0,79.94,1.0,,,,,
600,Benfica,Julian Draxler,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,13.0,86.67,0.0,,,,,
601,FC Bayern München,Paul Wanner,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,15.0,88.24,1.0,,,,,
602,AFC Ajax,Lucas Ocampos,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,11.0,91.67,0.0,,,,,
603,Red Bull Salzburg,Sekou Koita,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,6.0,85.71,0.0,,,,,
604,Chelsea,Edouard Mendy,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,20.0,90.91,0.0,,,,,
605,Real Madrid,Mariano Díaz,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,2.0,50.0,0.0,,,,,
606,Tottenham Hotspur,Arnaut Danjuma,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,2.0,100.0,0.0,,,,,
607,Borussia Dortmund,Julian Ryerson,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,1.0,50.0,0.0,,,,,
608,Paris Saint-Germain,El Chadaille Bitshiabu,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,26.0,96.3,0.0,,,,,
609,Maccabi Haifa,Suf Podgoreanu,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
610,Rangers,Jon McLaughlin,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,16.0,61.54,0.0,,,,,
611,Red Bull Salzburg,Roko Šimić,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,3.0,60.0,0.0,,,,,
612,Shakhtar Donetsk,Serhiy Kryvtsov,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
613,Eintracht Frankfurt,Philipp Max,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,29.0,80.56,1.0,,,,,
614,Borussia Dortmund,Antonios Papadopoulos,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,2.0,33.33,0.0,,,,,
615,FC Porto,Bernardo Folha,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,8.0,80.0,0.0,,,,,
616,Bayer 04 Leverkusen,Timothy Fosu-Mensah,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,4.0,80.0,0.0,,,,,
617,Borussia Dortmund,Tom Rothe,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,29.0,69.05,0.0,,,,,
618,Shakhtar Donetsk,Neven Đurasek,,,,,,,6.5,6.5,Passe,,,,,0.0,0.0,33.0,91.67,0.0,,,,,
619,AFC Ajax,Jurriën Timber,,,,,,,6.48,6.48,Passe,,,,,0.0,0.0,392.0,94.0,2.0,,,,,
620,Shakhtar Donetsk,Yukhym Konoplia,,,,,,,6.48,6.48,Passe,,,,,0.0,0.0,147.0,84.0,5.0,,,,,
621,FC København,Christian Sørensen,,,,,,,6.48,6.48,Passe,,,,,0.0,0.0,40.0,80.0,4.0,,,,,
622,AFC Ajax,Jorge Sánchez,,,,,,,6.48,6.48,Passe,,,,,0.0,0.0,93.0,83.04,2.0,,,,,
623,Olympique de Marseille,Issa Kaboré,,,,,,,6.48,6.48,Passe,,,,,0.0,0.0,38.0,95.0,0.0,,,,,
624,Sevilla,Jesús Navas,,,,,,,6.47,6.47,Passe,,,,,0.0,0.0,66.0,80.49,1.0,,,,,
625,Inter,Raoul Bellanova,,,,,,,6.47,6.47,Passe,,,,,0.0,0.0,26.0,76.47,1.0,,,,,
626,Rangers,Borna Barišić,,,,,,,6.47,6.47,Passe,,,,,0.0,0.0,187.0,89.05,5.0,,,,,
627,AFC Ajax,Remko Pasveer,,,,,,,6.47,6.47,Passe,,,,,0.0,0.0,158.0,62.7,0.0,,,,,
628,Inter,Danilo D'Ambrosio,,,,,,,6.46,6.46,Passe,,,,,0.0,0.0,78.0,85.71,0.0,,,,,
629,Celtic,David Turnbull,,,,,,,6.46,6.46,Passe,,,,,0.0,0.0,65.0,86.67,0.0,,,,,
630,Borussia Dortmund,Donyell Malen,,,,,,,6.45,6.45,Passe,,,,,0.0,0.0,40.0,76.92,2.0,,,,,
631,Bayer 04 Leverkusen,Paulinho,,,,,,,6.45,6.45,Passe,,,,,0.0,0.0,13.0,81.25,1.0,,,,,
632,Milan,Sergiño Dest,,,,,,,6.45,6.45,Passe,,,,,0.0,0.0,53.0,71.62,2.0,,,,,
633,FC Porto,Gonçalo Borges,,,,,,,6.45,6.45,Passe,,,,,0.0,0.0,9.0,64.29,0.0,,,,,
634,Tottenham Hotspur,Davinson Sánchez,,,,,,,6.45,6.45,Passe,,,,,0.0,0.0,11.0,64.71,0.0,,,,,
635,Maccabi Haifa,Raz Meir,,,,,,,6.45,6.45,Passe,,,,,0.0,0.0,26.0,86.67,0.0,,,,,
636,FC København,Elias Jelert,,,,,,,6.45,6.45,Passe,,,,,0.0,0.0,59.0,83.1,1.0,,,,,
637,Eintracht Frankfurt,Tuta,,,,,,,6.44,6.44,Passe,,,,,0.0,0.0,264.0,80.0,1.0,,,,,
638,AFC Ajax,Davy Klaassen,,,,,,,6.44,6.44,Passe,,,,,0.0,0.0,59.0,90.77,2.0,,,,,
639,FC Porto,João Mário,,,,,,,6.44,6.44,Passe,,,,,0.0,0.0,59.0,76.62,1.0,,,,,
640,GNK Dinamo Zagreb,Josip Drmić,,,,,,,6.44,6.44,Passe,,,,,0.0,0.0,15.0,71.43,2.0,,,,,
641,Viktoria Plzeň,Jindřich Staněk,,,,,,,6.44,6.44,Passe,,,,,0.0,0.0,76.0,61.29,0.0,,,,,
642,FC Porto,Gabriel Veron,,,,,,,6.43,6.43,Passe,,,,,0.0,0.0,10.0,71.43,0.0,,,,,
643,Viktoria Plzeň,Mohamed Tijani,,,,,,,6.43,6.43,Passe,,,,,0.0,0.0,55.0,77.46,2.0,,,,,
644,Shakhtar Donetsk,Danylo Sikan,,,,,,,6.43,6.43,Passe,,,,,0.0,1.0,24.0,92.31,2.0,,,,,
645,Paris Saint-Germain,Hugo Ekitiké,,,,,,,6.43,6.43,Passe,,,,,0.0,0.0,11.0,78.57,0.0,,,,,
646,Eintracht Frankfurt,Luca Pellegrini,,,,,,,6.43,6.43,Passe,,,,,0.0,0.0,62.0,75.61,2.0,,,,,
647,Rangers,Malik Tillman,,,,,,,6.42,6.42,Passe,,,,,0.0,0.0,39.0,70.91,1.0,,,,,
648,Maccabi Haifa,Ali Mohamed,,,,,,,6.42,6.42,Passe,,,,,0.0,0.0,190.0,85.59,1.0,,,,,
649,Sporting,Pedro Gonçalves,,,,,,,6.4,6.4,Passe,,,,,0.0,1.0,90.0,73.17,5.0,,,,,
