#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
378,Sevilla,Loïc Badé,,,,,,,6.8,6.8,Defesa,4.0,1.0,7.0,0.0,,,,,,,,,,
379,Sporting Braga,Vítor Carvalho,,,,,,,6.8,6.8,Defesa,4.0,1.0,6.0,0.0,,,,,,,,,,
380,Real Sociedad,Arsen Zakharyan,,,,,,,6.78,6.78,Defesa,4.0,1.0,1.0,0.0,,,,,,,,,,
381,Shakhtar Donetsk,Artem Bondarenko,,,,,,,6.78,6.78,Defesa,4.0,2.0,3.0,0.0,,,,,,,,,,
382,Young Boys,Meschack Elia,,,,,,,6.73,6.73,Defesa,4.0,0.0,2.0,0.0,,,,,,,,,,
383,Manchester United,Raphaël Varane,,,,,,,6.73,6.73,Defesa,4.0,4.0,13.0,0.0,,,,,,,,,,
384,FC Porto,Nico González,,,,,,,6.72,6.72,Defesa,4.0,2.0,4.0,0.0,,,,,,,,,,
385,RC Lens,Kevin Danso,,,,,,,6.7,6.7,Defesa,4.0,4.0,27.0,0.0,,,,,,,,,,
386,1. FC Union Berlin,Christopher Trimmel,,,,,,,6.7,6.7,Defesa,4.0,1.0,3.0,0.0,,,,,,,,,,
387,RC Lens,Ruben Aguilar,,,,,,,6.65,6.65,Defesa,4.0,0.0,1.0,0.0,,,,,,,,,,
388,FK Crvena zvezda,Kosta Nedeljković,,,,,,,6.65,6.65,Defesa,4.0,1.0,1.0,0.0,,,,,,,,,,
389,Paris Saint-Germain,Gonçalo Ramos,,,,,,,6.64,6.64,Defesa,4.0,0.0,2.0,0.0,,,,,,,,,,
390,RB Leipzig,Benjamin Šeško,,,,,,,6.63,6.63,Defesa,4.0,1.0,3.0,0.0,,,,,,,,,,
391,Sporting Braga,José Fonte,,,,,,,6.63,6.63,Defesa,4.0,1.0,16.0,0.0,,,,,,,,,,
392,Celtic,Cameron Carter-Vickers,,,,,,,6.63,6.63,Defesa,4.0,4.0,12.0,0.0,,,,,,,,,,
393,Celtic,Yang Hyun-Jun,,,,,,,6.58,6.58,Defesa,4.0,3.0,0.0,0.0,,,,,,,,,,
394,PSV Eindhoven,Patrick van Aanholt,,,,,,,6.55,6.55,Defesa,4.0,2.0,0.0,0.0,,,,,,,,,,
395,Manchester United,Alejandro Garnacho,,,,,,,6.53,6.53,Defesa,4.0,5.0,0.0,0.0,,,,,,,,,,
396,Sevilla,Kike Salas,,,,,,,6.5,6.5,Defesa,4.0,5.0,7.0,0.0,,,,,,,,,,
397,Young Boys,Saidy Janko,,,,,,,6.34,6.34,Defesa,4.0,1.0,5.0,0.0,,,,,,,,,,
398,Galatasaray,Kâzımcan Karataş,,,,,,,6.3,6.3,Defesa,4.0,1.0,2.0,1.0,,,,,,,,,,
399,Young Boys,Sandro Lauper,,,,,,,6.25,6.25,Defesa,4.0,2.0,1.0,0.0,,,,,,,,,,
400,Manchester City,Julián Álvarez,,,,,,,8.07,8.07,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
401,Manchester City,Jack Grealish,,,,,,,7.44,7.44,Defesa,3.0,2.0,0.0,0.0,,,,,,,,,,
402,Benfica,Ángel Di María,,,,,,,7.4,7.4,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
403,Real Madrid,Dani Ceballos,,,,,,,7.4,7.4,Defesa,3.0,3.0,2.0,0.0,,,,,,,,,,
404,Napoli,Matteo Politano,,,,,,,7.16,7.16,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
405,Milan,Ruben Loftus-Cheek,,,,,,,7.15,7.15,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
406,Celtic,Stephen Welsh,,,,,,,7.1,7.1,Defesa,3.0,0.0,3.0,0.0,,,,,,,,,,
407,Manchester City,Sergio Gómez,,,,,,,7.07,7.07,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
408,Borussia Dortmund,Donyell Malen,,,,,,,7.04,7.04,Defesa,3.0,0.0,4.0,0.0,,,,,,,,,,
409,Benfica,Tomás Araújo,,,,,,,7.03,7.03,Defesa,3.0,4.0,4.0,0.0,,,,,,,,,,
410,Barcelona,Gavi,,,,,,,7.0,7.0,Defesa,3.0,1.0,5.0,0.0,,,,,,,,,,
411,Shakhtar Donetsk,Yaroslav Rakitskyi,,,,,,,7.0,7.0,Defesa,3.0,6.0,22.0,0.0,,,,,,,,,,
412,Lazio,Patric,,,,,,,7.0,7.0,Defesa,3.0,5.0,16.0,0.0,,,,,,,,,,
413,Inter,Francesco Acerbi,,,,,,,6.97,6.97,Defesa,3.0,5.0,15.0,0.0,,,,,,,,,,
414,Milan,Yacine Adli,,,,,,,6.97,6.97,Defesa,3.0,3.0,4.0,0.0,,,,,,,,,,
415,Young Boys,Ebrima Colley,,,,,,,6.95,6.95,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
416,Benfica,Arthur Cabral,,,,,,,6.95,6.95,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
417,1. FC Union Berlin,Kevin Behrens,,,,,,,6.94,6.94,Defesa,3.0,1.0,8.0,0.0,,,,,,,,,,
418,Feyenoord,Dávid Hancko,,,,,,,6.93,6.93,Defesa,3.0,5.0,11.0,0.0,,,,,,,,,,
419,Celtic,Michael Johnston,,,,,,,6.9,6.9,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
420,Young Boys,Jean-Pierre Nsame,,,,,,,6.85,6.85,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
421,Napoli,Mário Rui,,,,,,,6.83,6.83,Defesa,3.0,2.0,5.0,0.0,,,,,,,,,,
422,Napoli,Giovanni Simeone,,,,,,,6.83,6.83,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
423,Barcelona,Sergi Roberto,,,,,,,6.82,6.82,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
424,Manchester United,Marcus Rashford,,,,,,,6.8,6.8,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
425,Napoli,Giacomo Raspadori,,,,,,,6.79,6.79,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
426,Milan,Tommaso Pobega,,,,,,,6.78,6.78,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
427,Benfica,Juan Bernat,,,,,,,6.75,6.75,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
428,Newcastle United,Lewis Miley,,,,,,,6.73,6.73,Defesa,3.0,2.0,8.0,0.0,,,,,,,,,,
429,Manchester United,Facundo Pellistri,,,,,,,6.7,6.7,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
430,FC København,Oscar Højlund,,,,,,,6.7,6.7,Defesa,3.0,0.0,1.0,0.0,,,,,,,,,,
431,Red Bull Salzburg,Aleksa Terzić,,,,,,,6.7,6.7,Defesa,3.0,2.0,3.0,0.0,,,,,,,,,,
432,Milan,Olivier Giroud,,,,,,,6.68,6.68,Defesa,3.0,0.0,10.0,0.0,,,,,,,,,,
433,Young Boys,Darian Maleš,,,,,,,6.68,6.68,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
434,Galatasaray,Tanguy Ndombélé,,,,,,,6.67,6.67,Defesa,3.0,0.0,1.0,0.0,,,,,,,,,,
435,Inter,Denzel Dumfries,,,,,,,6.66,6.66,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
436,Sporting Braga,Josafat Mendes,,,,,,,6.64,6.64,Defesa,3.0,2.0,4.0,0.0,,,,,,,,,,
437,Red Bull Salzburg,Oumar Solet,,,,,,,6.63,6.63,Defesa,3.0,2.0,3.0,0.0,,,,,,,,,,
438,Sporting Braga,André Horta,,,,,,,6.63,6.63,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
439,Red Bull Salzburg,Nene Dorgeles,,,,,,,6.63,6.63,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
440,RB Leipzig,Christoph Baumgartner,,,,,,,6.62,6.62,Defesa,3.0,3.0,2.0,0.0,,,,,,,,,,
441,FK Crvena zvezda,Jean-Philippe Krasso,,,,,,,6.6,6.6,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
442,Red Bull Salzburg,Forson Amankwah,,,,,,,6.58,6.58,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
443,Celtic,Tomoki Iwata,,,,,,,6.57,6.57,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
444,Feyenoord,Luka Ivanušec,,,,,,,6.56,6.56,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
445,PSV Eindhoven,Armel Bella-Kotchap,,,,,,,6.5,6.5,Defesa,3.0,0.0,1.0,0.0,,,,,,,,,,
446,Feyenoord,Bart Nieuwkoop,,,,,,,6.3,6.3,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
447,Royal Antwerp FC,Gyrano Kerk,,,,,,,6.28,6.28,Defesa,3.0,0.0,1.0,0.0,,,,,,,,,,
448,Benfica,Florentino Luís,,,,,,,6.1,6.1,Defesa,3.0,3.0,1.0,1.0,,,,,,,,,,
449,Galatasaray,Victor Nelsson,,,,,,,5.87,5.87,Defesa,3.0,0.0,6.0,1.0,,,,,,,,,,
450,Paris Saint-Germain,Kylian Mbappé,,,,,,,7.69,7.69,Defesa,2.0,4.0,0.0,0.0,,,,,,,,,,
451,PSV Eindhoven,Noa Lang,,,,,,,7.4,7.4,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
452,Sevilla,Sergio Ramos,,,,,,,7.24,7.24,Defesa,2.0,4.0,16.0,0.0,,,,,,,,,,
453,Real Madrid,Nico Paz,,,,,,,7.15,7.15,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
454,Benfica,João Mário,,,,,,,7.12,7.12,Defesa,2.0,2.0,3.0,0.0,,,,,,,,,,
455,Galatasaray,Mauro Icardi,,,,,,,7.07,7.07,Defesa,2.0,0.0,3.0,0.0,,,,,,,,,,
456,Napoli,Piotr Zieliński,,,,,,,7.07,7.07,Defesa,2.0,4.0,2.0,0.0,,,,,,,,,,
457,RB Leipzig,Loïs Openda,,,,,,,7.06,7.06,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
458,Newcastle United,Jacob Murphy,,,,,,,7.05,7.05,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
459,Red Bull Salzburg,Roko Šimić,,,,,,,7.04,7.04,Defesa,2.0,2.0,3.0,0.0,,,,,,,,,,
460,Royal Antwerp FC,Chidera Ejuke,,,,,,,7.03,7.03,Defesa,2.0,3.0,0.0,0.0,,,,,,,,,,
461,Borussia Dortmund,Niclas Füllkrug,,,,,,,7.01,7.01,Defesa,2.0,1.0,10.0,0.0,,,,,,,,,,
462,1. FC Union Berlin,David Datro Fofana,,,,,,,7.0,7.0,Defesa,2.0,0.0,6.0,0.0,,,,,,,,,,
463,Manchester City,Oscar Bobb,,,,,,,7.0,7.0,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
464,Lazio,Ciro Immobile,,,,,,,6.98,6.98,Defesa,2.0,1.0,6.0,0.0,,,,,,,,,,
465,Milan,Samuel Chukwueze,,,,,,,6.93,6.93,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
466,Real Sociedad,Kieran Tierney,,,,,,,6.9,6.9,Defesa,2.0,2.0,2.0,0.0,,,,,,,,,,
467,Real Sociedad,André Silva,,,,,,,6.9,6.9,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
468,Young Boys,Fabian Lustenberger,,,,,,,6.9,6.9,Defesa,2.0,3.0,2.0,0.0,,,,,,,,,,
469,FC Porto,Francisco Conceição,,,,,,,6.87,6.87,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
470,Galatasaray,Fernando Muslera,,,,,,,6.87,6.87,Defesa,2.0,0.0,10.0,0.0,,,,,,,,,,
471,Lazio,Pedro,,,,,,,6.86,6.86,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
472,Young Boys,Cédric Itten,,,,,,,6.85,6.85,Defesa,2.0,0.0,3.0,0.0,,,,,,,,,,
473,Manchester United,Scott McTominay,,,,,,,6.84,6.84,Defesa,2.0,1.0,6.0,0.0,,,,,,,,,,
474,Paris Saint-Germain,Marco Asensio,,,,,,,6.83,6.83,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
475,Manchester City,John Stones,,,,,,,6.82,6.82,Defesa,2.0,2.0,7.0,0.0,,,,,,,,,,
476,Manchester City,Kalvin Phillips,,,,,,,6.8,6.8,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
477,Manchester United,Luke Shaw,,,,,,,6.8,6.8,Defesa,2.0,3.0,0.0,0.0,,,,,,,,,,
478,Red Bull Salzburg,Sekou Koita,,,,,,,6.8,6.8,Defesa,2.0,0.0,3.0,0.0,,,,,,,,,,
479,RC Lens,Elye Wahi,,,,,,,6.78,6.78,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
480,1. FC Union Berlin,Paul Jaeckel,,,,,,,6.77,6.77,Defesa,2.0,4.0,7.0,0.0,,,,,,,,,,
481,FK Crvena zvezda,Vladimir Lučić,,,,,,,6.77,6.77,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
482,FK Crvena zvezda,Aleksandar Katai,,,,,,,6.76,6.76,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
483,Celtic,Gustaf Lagerbielke,,,,,,,6.75,6.75,Defesa,2.0,2.0,1.0,0.0,,,,,,,,,,
484,Manchester United,Kobbie Mainoo,,,,,,,6.75,6.75,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
485,FC København,Scott McKenna,,,,,,,6.75,6.75,Defesa,2.0,2.0,6.0,0.0,,,,,,,,,,
486,Inter,Kristjan Asllani,,,,,,,6.72,6.72,Defesa,2.0,1.0,3.0,0.0,,,,,,,,,,
487,Borussia Dortmund,Jamie Gittens,,,,,,,6.7,6.7,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
488,FC København,Victor Froholdt,,,,,,,6.7,6.7,Defesa,2.0,3.0,1.0,0.0,,,,,,,,,,
489,Manchester United,Hannibal Mejbri,,,,,,,6.7,6.7,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
490,Lazio,Danilo Cataldi,,,,,,,6.7,6.7,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
491,Sevilla,Dodi Lukebakio,,,,,,,6.68,6.68,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
492,Red Bull Salzburg,Maurits Kjaergaard,,,,,,,6.67,6.67,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
493,Benfica,David Neres,,,,,,,6.67,6.67,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
494,Lazio,Valentín Castellanos,,,,,,,6.66,6.66,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
495,Barcelona,Iñigo Martínez,,,,,,,6.65,6.65,Defesa,2.0,3.0,12.0,0.0,,,,,,,,,,
496,Real Sociedad,Jon Pacheco,,,,,,,6.65,6.65,Defesa,2.0,0.0,6.0,0.0,,,,,,,,,,
497,PSV Eindhoven,Mauro Júnior,,,,,,,6.63,6.63,Defesa,2.0,4.0,2.0,0.0,,,,,,,,,,
498,RC Lens,Massadio Haïdara,,,,,,,6.63,6.63,Defesa,2.0,2.0,3.0,0.0,,,,,,,,,,
499,Celtic,Paulo Bernardo,,,,,,,6.62,6.62,Defesa,2.0,5.0,2.0,0.0,,,,,,,,,,
500,FC København,Orri Steinn Óskarsson,,,,,,,6.6,6.6,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
501,Galatasaray,Barış Alper Yılmaz,,,,,,,6.6,6.6,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
502,Manchester United,Sergio Reguilón,,,,,,,6.6,6.6,Defesa,2.0,3.0,2.0,0.0,,,,,,,,,,
503,Real Sociedad,Umar Sadiq,,,,,,,6.6,6.6,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
504,Red Bull Salzburg,Karim Konaté,,,,,,,6.58,6.58,Defesa,2.0,3.0,4.0,0.0,,,,,,,,,,
505,Newcastle United,Elliot Anderson,,,,,,,6.55,6.55,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
506,Manchester United,Mason Mount,,,,,,,6.55,6.55,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
507,Lazio,Luca Pellegrini,,,,,,,6.55,6.55,Defesa,2.0,3.0,4.0,0.0,,,,,,,,,,
508,PSV Eindhoven,Guus Til,,,,,,,6.54,6.54,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
509,FC Porto,Marko Grujić,,,,,,,6.53,6.53,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
510,RC Lens,David Pereira da Costa,,,,,,,6.53,6.53,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
511,FC Porto,Fábio Cardoso,,,,,,,6.53,6.53,Defesa,2.0,3.0,5.0,0.0,,,,,,,,,,
512,Celtic,James Forrest,,,,,,,6.5,6.5,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
513,Shakhtar Donetsk,Kevin Kelsy,,,,,,,6.45,6.45,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
514,Feyenoord,Thomas Beelen,,,,,,,6.4,6.4,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
515,Galatasaray,Kerem Demirbay,,,,,,,6.4,6.4,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
516,Newcastle United,Joe Willock,,,,,,,6.4,6.4,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
517,Sevilla,Marcos Acuña,,,,,,,6.3,6.3,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
518,Celtic,Mitchel Frame,,,,,,,6.3,6.3,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
519,Celtic,Daizen Maeda,,,,,,,6.08,6.08,Defesa,2.0,3.0,3.0,0.0,,,,,,,,,,
520,RC Lens,Abdukodir Khusanov,,,,,,,5.9,5.9,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
521,Manchester City,Phil Foden,,,,,,,8.04,8.04,Defesa,1.0,2.0,2.0,0.0,,,,,,,,,,
522,Shakhtar Donetsk,Dmytro Riznyk,,,,,,,7.4,7.4,Defesa,1.0,0.0,8.0,0.0,,,,,,,,,,
523,Real Madrid,Joselu,,,,,,,7.23,7.23,Defesa,1.0,0.0,4.0,0.0,,,,,,,,,,
524,Manchester United,Harry Maguire,,,,,,,7.13,7.13,Defesa,1.0,4.0,13.0,0.0,,,,,,,,,,
525,FC Bayern München,Aleksandar Pavlović,,,,,,,7.07,7.07,Defesa,1.0,3.0,5.0,0.0,,,,,,,,,,
526,Manchester City,Micah Hamilton,,,,,,,7.05,7.05,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
527,Paris Saint-Germain,Gianluigi Donnarumma,,,,,,,7.03,7.03,Defesa,1.0,0.0,10.0,1.0,,,,,,,,,,
528,Sporting Braga,Simon Banza,,,,,,,7.02,7.02,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
529,FC Bayern München,Mathys Tel,,,,,,,7.01,7.01,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
530,PSV Eindhoven,Yorbe Vertessen,,,,,,,6.95,6.95,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
531,RC Lens,Andy Diouf,,,,,,,6.95,6.95,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
532,Atlético Madrid,José María Giménez,,,,,,,6.94,6.94,Defesa,1.0,5.0,32.0,0.0,,,,,,,,,,
533,Barcelona,Marc Guiu,,,,,,,6.9,6.9,Defesa,1.0,0.0,3.0,0.0,,,,,,,,,,
534,Shakhtar Donetsk,Eguinaldo,,,,,,,6.9,6.9,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
535,Real Madrid,David Alaba,,,,,,,6.9,6.9,Defesa,1.0,3.0,9.0,1.0,,,,,,,,,,
536,Inter,Yann Bisseck,,,,,,,6.9,6.9,Defesa,1.0,1.0,8.0,0.0,,,,,,,,,,
537,Arsenal,Emile Smith Rowe,,,,,,,6.87,6.87,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
538,PSV Eindhoven,Ricardo Pepi,,,,,,,6.84,6.84,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
539,FC København,Nicolai Boilesen,,,,,,,6.83,6.83,Defesa,1.0,0.0,5.0,0.0,,,,,,,,,,
540,Atlético Madrid,Ángel Correa,,,,,,,6.83,6.83,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
541,Real Madrid,Fran García,,,,,,,6.78,6.78,Defesa,1.0,1.0,6.0,0.0,,,,,,,,,,
542,Red Bull Salzburg,Petar Ratkov,,,,,,,6.77,6.77,Defesa,1.0,0.0,3.0,0.0,,,,,,,,,,
543,Feyenoord,Ayase Ueda,,,,,,,6.76,6.76,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
544,1. FC Union Berlin,Leonardo Bonucci,,,,,,,6.73,6.73,Defesa,1.0,2.0,21.0,0.0,,,,,,,,,,
545,Newcastle United,Alexander Isak,,,,,,,6.72,6.72,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
546,Sporting Braga,Abel Ruíz,,,,,,,6.72,6.72,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
547,RB Leipzig,Yussuf Poulsen,,,,,,,6.7,6.7,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
548,Real Madrid,Éder Militão,,,,,,,6.7,6.7,Defesa,1.0,0.0,3.0,0.0,,,,,,,,,,
549,RC Lens,Wesley Saïd,,,,,,,6.7,6.7,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
550,Feyenoord,Thomas Van den Belt,,,,,,,6.7,6.7,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
551,RB Leipzig,Eljif Elmas,,,,,,,6.69,6.69,Defesa,1.0,3.0,0.0,0.0,,,,,,,,,,
552,FC Bayern München,Eric Maxim Choupo-Moting,,,,,,,6.68,6.68,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
553,Royal Antwerp FC,George Ilenikhena,,,,,,,6.67,6.67,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
554,Sevilla,Mariano Díaz,,,,,,,6.67,6.67,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
555,Benfica,Casper Tengstedt,,,,,,,6.65,6.65,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
556,Manchester United,Jonny Evans,,,,,,,6.65,6.65,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
557,Sevilla,Suso,,,,,,,6.65,6.65,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
558,RB Leipzig,Timo Werner,,,,,,,6.63,6.63,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
559,FC København,Andreas Cornelius,,,,,,,6.63,6.63,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
560,Young Boys,Łukasz Łakomy,,,,,,,6.6,6.6,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
561,Borussia Dortmund,Giovanni Reyna,,,,,,,6.6,6.6,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
562,Lazio,Nicolò Casale,,,,,,,6.6,6.6,Defesa,1.0,0.0,8.0,0.0,,,,,,,,,,
563,FC Porto,Gonçalo Borges,,,,,,,6.6,6.6,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
564,Young Boys,Miguel Changa Chaiwa,,,,,,,6.6,6.6,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
565,Benfica,Chiquinho,,,,,,,6.6,6.6,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
566,Real Sociedad,Álvaro Odriozola,,,,,,,6.57,6.57,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
567,Borussia Dortmund,Youssoufa Moukoko,,,,,,,6.55,6.55,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
568,Celtic,Hyun-gyu Oh,,,,,,,6.54,6.54,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
569,Barcelona,Marcos Alonso,,,,,,,6.53,6.53,Defesa,1.0,2.0,5.0,0.0,,,,,,,,,,
570,FK Crvena zvezda,Kings Kangwa,,,,,,,6.5,6.5,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
571,FK Crvena zvezda,Uroš Kabić,,,,,,,6.5,6.5,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
572,Sevilla,Óliver Torres,,,,,,,6.5,6.5,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
573,Royal Antwerp FC,Zeno Van Den Bosch,,,,,,,6.5,6.5,Defesa,1.0,1.0,5.0,0.0,,,,,,,,,,
574,1. FC Union Berlin,Brenden Aaronson,,,,,,,6.45,6.45,Defesa,1.0,3.0,1.0,0.0,,,,,,,,,,
575,Real Sociedad,Carlos Fernández,,,,,,,6.45,6.45,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
576,Newcastle United,Sandro Tonali,,,,,,,6.43,6.43,Defesa,1.0,2.0,2.0,0.0,,,,,,,,,,
577,Shakhtar Donetsk,Novatus Miroshi,,,,,,,6.4,6.4,Defesa,1.0,3.0,2.0,0.0,,,,,,,,,,
578,Royal Antwerp FC,Kobe Corbanie,,,,,,,6.4,6.4,Defesa,1.0,1.0,4.0,0.0,,,,,,,,,,
579,Atlético Madrid,Reinildo Mandava,,,,,,,6.3,6.3,Defesa,1.0,2.0,2.0,1.0,,,,,,,,,,
580,Celtic,David Turnbull,,,,,,,6.3,6.3,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
581,FC København,William Clem,,,,,,,6.3,6.3,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
582,Newcastle United,Lewis Hall,,,,,,,6.2,6.2,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
583,Inter,Davy Klaassen,,,,,,,6.2,6.2,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
584,Shakhtar Donetsk,Stav Lemkin,,,,,,,6.0,6.0,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
585,PSV Eindhoven,Isaac Babadi,,,,,,,5.5,5.5,Defesa,1.0,0.0,0.0,1.0,,,,,,,,,,
586,PSV Eindhoven,Fredrik Oppegård,,,,,,,0.0,0.0,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
587,Newcastle United,Nick Pope,,,,,,,7.7,7.7,Defesa,0.0,0.0,6.0,0.0,,,,,,,,,,
588,Borussia Dortmund,Alexander Meyer,,,,,,,7.6,7.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
589,Real Madrid,Andriy Lunin,,,,,,,7.58,7.58,Defesa,0.0,0.0,13.0,0.0,,,,,,,,,,
590,Inter,Yann Sommer,,,,,,,7.54,7.54,Defesa,0.0,0.0,5.0,0.0,,,,,,,,,,
591,Borussia Dortmund,Gregor Kobel,,,,,,,7.54,7.54,Defesa,0.0,0.0,13.0,0.0,,,,,,,,,,
592,Red Bull Salzburg,Alexander Schlager,,,,,,,7.53,7.53,Defesa,0.0,1.0,4.0,0.0,,,,,,,,,,
593,Real Madrid,Thibaut Courtois,,,,,,,7.5,7.5,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
594,Young Boys,Anthony Racioppi,,,,,,,7.4,7.4,Defesa,0.0,0.0,4.0,1.0,,,,,,,,,,
