#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
5,Borussia Dortmund,Nico Schlotterbeck,,,,,,,7.13,7.13,Defesa,26.0,11.0,34.0,0.0,,,,,,,,,,
6,Real Madrid,Eduardo Camavinga,,,,,,,7.14,7.14,Defesa,25.0,9.0,19.0,0.0,,,,,,,,,,
7,Benfica,João Neves,,,,,,,7.37,7.37,Defesa,24.0,10.0,9.0,0.0,,,,,,,,,,
8,Real Madrid,Daniel Carvajal,,,,,,,7.12,7.12,Defesa,24.0,9.0,24.0,0.0,,,,,,,,,,
9,Atlético Madrid,Nahuel Molina,,,,,,,7.04,7.04,Defesa,24.0,7.0,16.0,0.0,,,,,,,,,,
10,FC Bayern München,Joshua Kimmich,,,,,,,7.49,7.49,Defesa,23.0,11.0,13.0,0.0,,,,,,,,,,
11,RB Leipzig,Benjamin Henrichs,,,,,,,7.28,7.28,Defesa,22.0,3.0,8.0,0.0,,,,,,,,,,
12,Red Bull Salzburg,Mads Bidstrup,,,,,,,6.8,6.8,Defesa,22.0,7.0,16.0,0.0,,,,,,,,,,
13,Borussia Dortmund,Ramy Bensebaini,,,,,,,7.52,7.52,Defesa,21.0,7.0,8.0,0.0,,,,,,,,,,
14,Real Madrid,Toni Kroos,,,,,,,7.44,7.44,Defesa,21.0,12.0,8.0,0.0,,,,,,,,,,
15,Real Madrid,Federico Valverde,,,,,,,7.1,7.1,Defesa,21.0,13.0,16.0,0.0,,,,,,,,,,
16,RB Leipzig,Xaver Schlager,,,,,,,7.05,7.05,Defesa,21.0,5.0,6.0,0.0,,,,,,,,,,
17,FC Porto,João Mário,,,,,,,6.93,6.93,Defesa,21.0,2.0,10.0,0.0,,,,,,,,,,
18,Real Madrid,Jude Bellingham,,,,,,,7.74,7.74,Defesa,20.0,7.0,5.0,0.0,,,,,,,,,,
19,Paris Saint-Germain,Achraf Hakimi,,,,,,,7.26,7.26,Defesa,20.0,12.0,12.0,1.0,,,,,,,,,,
20,FC København,Mohamed Elyounoussi,,,,,,,7.24,7.24,Defesa,20.0,11.0,5.0,0.0,,,,,,,,,,
21,Napoli,Giovanni Di Lorenzo,,,,,,,7.23,7.23,Defesa,20.0,6.0,13.0,0.0,,,,,,,,,,
22,RC Lens,Przemysław Frankowski,,,,,,,7.2,7.2,Defesa,20.0,6.0,11.0,0.0,,,,,,,,,,
23,FC Bayern München,Sacha Boey,,,,,,,7.05,7.05,Defesa,20.0,6.0,19.0,0.0,,,,,,,,,,
24,FK Crvena zvezda,In-Beom Hwang,,,,,,,7.47,7.47,Defesa,19.0,5.0,2.0,0.0,,,,,,,,,,
25,Atlético Madrid,Arthur Vermeeren,,,,,,,7.25,7.25,Defesa,19.0,7.0,5.0,1.0,,,,,,,,,,
26,FC København,Rasmus Falk Jensen,,,,,,,7.03,7.03,Defesa,19.0,9.0,9.0,0.0,,,,,,,,,,
27,Galatasaray,Abdülkerim Bardakcı,,,,,,,6.88,6.88,Defesa,19.0,11.0,24.0,0.0,,,,,,,,,,
28,Borussia Dortmund,Emre Can,,,,,,,6.81,6.81,Defesa,19.0,12.0,14.0,0.0,,,,,,,,,,
29,Sporting Braga,Rodrigo Zalazar,,,,,,,7.13,7.13,Defesa,18.0,2.0,2.0,0.0,,,,,,,,,,
30,Real Sociedad,Martín Zubimendi,,,,,,,7.03,7.03,Defesa,18.0,7.0,12.0,0.0,,,,,,,,,,
31,RC Lens,Jonathan Gradit,,,,,,,6.93,6.93,Defesa,18.0,8.0,15.0,0.0,,,,,,,,,,
32,Milan,Davide Calabria,,,,,,,6.85,6.85,Defesa,18.0,3.0,9.0,0.0,,,,,,,,,,
33,RB Leipzig,David Raum,,,,,,,7.56,7.56,Defesa,17.0,10.0,15.0,0.0,,,,,,,,,,
34,FC Porto,Mehdi Taremi,,,,,,,7.53,7.53,Defesa,17.0,0.0,8.0,0.0,,,,,,,,,,
35,Borussia Dortmund,Julian Brandt,,,,,,,7.25,7.25,Defesa,17.0,4.0,10.0,0.0,,,,,,,,,,
36,FC København,Lukas Lerager,,,,,,,7.12,7.12,Defesa,17.0,8.0,12.0,0.0,,,,,,,,,,
37,Milan,Fikayo Tomori,,,,,,,7.12,7.12,Defesa,17.0,10.0,14.0,0.0,,,,,,,,,,
38,Paris Saint-Germain,Marquinhos,,,,,,,7.05,7.05,Defesa,17.0,12.0,28.0,1.0,,,,,,,,,,
39,FC Bayern München,Noussair Mazraoui,,,,,,,7.0,7.0,Defesa,17.0,7.0,7.0,0.0,,,,,,,,,,
40,Lazio,Felipe Anderson,,,,,,,6.9,6.9,Defesa,17.0,12.0,5.0,0.0,,,,,,,,,,
41,Arsenal,Bukayo Saka,,,,,,,7.71,7.71,Defesa,16.0,2.0,3.0,0.0,,,,,,,,,,
42,Inter,Nicolò Barella,,,,,,,7.34,7.34,Defesa,16.0,5.0,3.0,0.0,,,,,,,,,,
43,FC Bayern München,Dayot Upamecano,,,,,,,7.2,7.2,Defesa,16.0,5.0,11.0,0.0,,,,,,,,,,
44,FC Porto,Wendell,,,,,,,7.04,7.04,Defesa,16.0,9.0,8.0,0.0,,,,,,,,,,
45,Arsenal,Jorginho,,,,,,,6.94,6.94,Defesa,16.0,9.0,4.0,0.0,,,,,,,,,,
46,Arsenal,Kai Havertz,,,,,,,6.77,6.77,Defesa,16.0,3.0,5.0,0.0,,,,,,,,,,
47,FC København,Elias Achouri,,,,,,,6.7,6.7,Defesa,16.0,2.0,2.0,0.0,,,,,,,,,,
48,Real Sociedad,Mikel Merino,,,,,,,7.56,7.56,Defesa,15.0,4.0,14.0,0.0,,,,,,,,,,
49,Paris Saint-Germain,Vitinha,,,,,,,7.48,7.48,Defesa,15.0,13.0,14.0,0.0,,,,,,,,,,
50,Paris Saint-Germain,Ousmane Dembélé,,,,,,,7.35,7.35,Defesa,15.0,6.0,1.0,0.0,,,,,,,,,,
51,Newcastle United,Miguel Almirón,,,,,,,7.2,7.2,Defesa,15.0,4.0,2.0,0.0,,,,,,,,,,
52,Atlético Madrid,Koke,,,,,,,7.13,7.13,Defesa,15.0,3.0,12.0,0.0,,,,,,,,,,
53,Borussia Dortmund,Ian Maatsen,,,,,,,7.04,7.04,Defesa,15.0,12.0,23.0,2.0,,,,,,,,,,
54,Paris Saint-Germain,Warren Zaïre-Emery,,,,,,,7.03,7.03,Defesa,15.0,7.0,9.0,0.0,,,,,,,,,,
55,PSV Eindhoven,Jordan Teze,,,,,,,7.0,7.0,Defesa,15.0,7.0,6.0,0.0,,,,,,,,,,
56,PSV Eindhoven,Olivier Boscagli,,,,,,,6.99,6.99,Defesa,15.0,11.0,26.0,0.0,,,,,,,,,,
57,Feyenoord,Quilindschy Hartman,,,,,,,6.88,6.88,Defesa,15.0,7.0,8.0,0.0,,,,,,,,,,
58,Benfica,Morato,,,,,,,6.86,6.86,Defesa,15.0,6.0,17.0,0.0,,,,,,,,,,
59,Paris Saint-Germain,Lucas Hernández,,,,,,,6.81,6.81,Defesa,15.0,3.0,18.0,0.0,,,,,,,,,,
60,FC Porto,Alan Varela,,,,,,,6.8,6.8,Defesa,15.0,8.0,10.0,0.0,,,,,,,,,,
61,Celtic,Alistair Johnston,,,,,,,6.62,6.62,Defesa,15.0,4.0,12.0,0.0,,,,,,,,,,
62,Sevilla,Juanlu Sánchez,,,,,,,6.6,6.6,Defesa,15.0,2.0,4.0,0.0,,,,,,,,,,
63,Manchester City,Rodri,,,,,,,7.86,7.86,Defesa,14.0,6.0,6.0,0.0,,,,,,,,,,
64,FC Porto,Stephen Eustaquio,,,,,,,7.23,7.23,Defesa,14.0,10.0,6.0,0.0,,,,,,,,,,
65,Arsenal,Declan Rice,,,,,,,7.22,7.22,Defesa,14.0,13.0,15.0,0.0,,,,,,,,,,
66,Paris Saint-Germain,Fabián Ruiz,,,,,,,7.19,7.19,Defesa,14.0,7.0,4.0,0.0,,,,,,,,,,
67,Celtic,Matt O'Riley,,,,,,,7.18,7.18,Defesa,14.0,7.0,9.0,0.0,,,,,,,,,,
68,Young Boys,Filip Ugrinić,,,,,,,7.12,7.12,Defesa,14.0,5.0,3.0,0.0,,,,,,,,,,
69,Real Sociedad,Igor Zubeldia,,,,,,,7.09,7.09,Defesa,14.0,8.0,23.0,0.0,,,,,,,,,,
70,Shakhtar Donetsk,Taras Stepanenko,,,,,,,6.93,6.93,Defesa,14.0,6.0,19.0,0.0,,,,,,,,,,
71,Young Boys,Ulisses Garcia,,,,,,,6.92,6.92,Defesa,14.0,4.0,4.0,0.0,,,,,,,,,,
72,FC Bayern München,Alphonso Davies,,,,,,,6.91,6.91,Defesa,14.0,5.0,8.0,0.0,,,,,,,,,,
73,Feyenoord,Lutsharel Geertruida,,,,,,,6.87,6.87,Defesa,14.0,5.0,3.0,0.0,,,,,,,,,,
74,Real Madrid,Ferland Mendy,,,,,,,6.8,6.8,Defesa,14.0,6.0,14.0,0.0,,,,,,,,,,
75,FK Crvena zvezda,Srđan Mijailović,,,,,,,6.5,6.5,Defesa,14.0,6.0,7.0,0.0,,,,,,,,,,
76,Manchester United,Bruno Fernandes,,,,,,,7.47,7.47,Defesa,13.0,3.0,8.0,0.0,,,,,,,,,,
77,Real Sociedad,Brais Méndez,,,,,,,7.41,7.41,Defesa,13.0,3.0,8.0,0.0,,,,,,,,,,
78,PSV Eindhoven,Joey Veerman,,,,,,,7.33,7.33,Defesa,13.0,6.0,9.0,0.0,,,,,,,,,,
79,FC Bayern München,Leon Goretzka,,,,,,,7.21,7.21,Defesa,13.0,19.0,20.0,0.0,,,,,,,,,,
80,FC Bayern München,Leroy Sané,,,,,,,7.11,7.11,Defesa,13.0,2.0,0.0,0.0,,,,,,,,,,
81,Newcastle United,Bruno Guimarães,,,,,,,7.08,7.08,Defesa,13.0,6.0,8.0,0.0,,,,,,,,,,
82,Real Sociedad,Aihen Muñoz,,,,,,,7.05,7.05,Defesa,13.0,3.0,15.0,0.0,,,,,,,,,,
83,Sevilla,Fernando,,,,,,,7.05,7.05,Defesa,13.0,4.0,8.0,0.0,,,,,,,,,,
84,PSV Eindhoven,Malik Tillman,,,,,,,7.0,7.0,Defesa,13.0,8.0,5.0,0.0,,,,,,,,,,
85,Sporting Braga,Cristián Borja,,,,,,,6.95,6.95,Defesa,13.0,3.0,9.0,0.0,,,,,,,,,,
86,PSV Eindhoven,Jerdy Schouten,,,,,,,6.91,6.91,Defesa,13.0,5.0,7.0,0.0,,,,,,,,,,
87,Benfica,Fredrik Aursnes,,,,,,,6.9,6.9,Defesa,13.0,3.0,11.0,0.0,,,,,,,,,,
88,Borussia Dortmund,Marius Wolf,,,,,,,6.88,6.88,Defesa,13.0,4.0,13.0,0.0,,,,,,,,,,
89,Napoli,Mathías Olivera,,,,,,,6.87,6.87,Defesa,13.0,7.0,5.0,0.0,,,,,,,,,,
90,PSV Eindhoven,Sergiño Dest,,,,,,,6.83,6.83,Defesa,13.0,4.0,7.0,0.0,,,,,,,,,,
91,Royal Antwerp FC,Owen Wijndal,,,,,,,6.32,6.32,Defesa,13.0,3.0,9.0,0.0,,,,,,,,,,
92,Atlético Madrid,Antoine Griezmann,,,,,,,7.84,7.84,Defesa,12.0,6.0,10.0,0.0,,,,,,,,,,
93,Atlético Madrid,Samuel Lino,,,,,,,7.54,7.54,Defesa,12.0,2.0,3.0,0.0,,,,,,,,,,
94,FC Bayern München,Jamal Musiala,,,,,,,7.31,7.31,Defesa,12.0,12.0,0.0,0.0,,,,,,,,,,
95,Manchester City,Manuel Akanji,,,,,,,7.18,7.18,Defesa,12.0,2.0,10.0,0.0,,,,,,,,,,
96,Benfica,Nicolás Otamendi,,,,,,,7.17,7.17,Defesa,12.0,11.0,24.0,0.0,,,,,,,,,,
97,Paris Saint-Germain,Milan Škriniar,,,,,,,7.1,7.1,Defesa,12.0,5.0,12.0,0.0,,,,,,,,,,
98,Borussia Dortmund,Marcel Sabitzer,,,,,,,7.06,7.06,Defesa,12.0,7.0,21.0,0.0,,,,,,,,,,
99,Real Sociedad,Ander Barrenetxea,,,,,,,7.06,7.06,Defesa,12.0,1.0,2.0,0.0,,,,,,,,,,
100,Barcelona,Ronald Araújo,,,,,,,6.95,6.95,Defesa,12.0,8.0,18.0,0.0,,,,,,,,,,
101,Borussia Dortmund,Marco Reus,,,,,,,6.93,6.93,Defesa,12.0,3.0,8.0,0.0,,,,,,,,,,
102,Red Bull Salzburg,Strahinja Pavlović,,,,,,,6.9,6.9,Defesa,12.0,5.0,26.0,0.0,,,,,,,,,,
103,Red Bull Salzburg,Amar Dedić,,,,,,,6.88,6.88,Defesa,12.0,6.0,20.0,0.0,,,,,,,,,,
104,Borussia Dortmund,Niklas Süle,,,,,,,6.85,6.85,Defesa,12.0,2.0,13.0,0.0,,,,,,,,,,
105,RB Leipzig,Mohamed Simakan,,,,,,,6.8,6.8,Defesa,12.0,10.0,22.0,0.0,,,,,,,,,,
106,Paris Saint-Germain,Bradley Barcola,,,,,,,6.79,6.79,Defesa,12.0,3.0,2.0,0.0,,,,,,,,,,
107,FC København,Peter Ankersen,,,,,,,6.73,6.73,Defesa,12.0,10.0,11.0,0.0,,,,,,,,,,
108,Sevilla,Nemanja Gudelj,,,,,,,6.72,6.72,Defesa,12.0,4.0,17.0,0.0,,,,,,,,,,
109,Shakhtar Donetsk,Giorgi Gocholeishvili,,,,,,,6.53,6.53,Defesa,12.0,1.0,3.0,0.0,,,,,,,,,,
110,Sevilla,Ivan Rakitić,,,,,,,7.37,7.37,Defesa,11.0,3.0,3.0,0.0,,,,,,,,,,
111,Arsenal,Martin Ødegaard,,,,,,,7.33,7.33,Defesa,11.0,7.0,0.0,0.0,,,,,,,,,,
112,Shakhtar Donetsk,Oleksandr Zubkov,,,,,,,7.23,7.23,Defesa,11.0,2.0,7.0,0.0,,,,,,,,,,
113,Manchester City,Rúben Dias,,,,,,,7.18,7.18,Defesa,11.0,9.0,18.0,0.0,,,,,,,,,,
114,Barcelona,Jules Koundé,,,,,,,7.16,7.16,Defesa,11.0,10.0,30.0,0.0,,,,,,,,,,
115,Manchester City,Bernardo Silva,,,,,,,7.14,7.14,Defesa,11.0,2.0,4.0,0.0,,,,,,,,,,
116,Paris Saint-Germain,Nuno Mendes,,,,,,,7.12,7.12,Defesa,11.0,9.0,11.0,0.0,,,,,,,,,,
117,Newcastle United,Kieran Trippier,,,,,,,7.08,7.08,Defesa,11.0,5.0,12.0,0.0,,,,,,,,,,
118,Real Madrid,Antonio Rüdiger,,,,,,,7.08,7.08,Defesa,11.0,4.0,34.0,0.0,,,,,,,,,,
119,Benfica,Alexander Bah,,,,,,,7.07,7.07,Defesa,11.0,4.0,6.0,0.0,,,,,,,,,,
120,Barcelona,Andreas Christensen,,,,,,,7.01,7.01,Defesa,11.0,7.0,11.0,0.0,,,,,,,,,,
121,Paris Saint-Germain,Lucas Beraldo,,,,,,,7.0,7.0,Defesa,11.0,5.0,11.0,0.0,,,,,,,,,,
122,Shakhtar Donetsk,Mykola Matviyenko,,,,,,,6.98,6.98,Defesa,11.0,2.0,29.0,0.0,,,,,,,,,,
123,Galatasaray,Lucas Torreira,,,,,,,6.97,6.97,Defesa,11.0,8.0,10.0,0.0,,,,,,,,,,
124,Milan,Tijjani Reijnders,,,,,,,6.93,6.93,Defesa,11.0,5.0,3.0,0.0,,,,,,,,,,
125,Napoli,Frank Anguissa,,,,,,,6.87,6.87,Defesa,11.0,8.0,9.0,0.0,,,,,,,,,,
126,Napoli,Stanislav Lobotka,,,,,,,6.8,6.8,Defesa,11.0,10.0,6.0,0.0,,,,,,,,,,
127,1. FC Union Berlin,Diogo Leite,,,,,,,6.75,6.75,Defesa,11.0,5.0,30.0,0.0,,,,,,,,,,
128,FC København,Elias Jelert,,,,,,,6.74,6.74,Defesa,11.0,4.0,18.0,0.0,,,,,,,,,,
129,Napoli,Juan Jesus,,,,,,,6.58,6.58,Defesa,11.0,4.0,15.0,0.0,,,,,,,,,,
130,Celtic,Greg Taylor,,,,,,,6.5,6.5,Defesa,11.0,4.0,10.0,0.0,,,,,,,,,,
131,Napoli,Natan,,,,,,,7.44,7.44,Defesa,10.0,5.0,18.0,0.0,,,,,,,,,,
132,Inter,Hakan Çalhanoğlu,,,,,,,7.38,7.38,Defesa,10.0,6.0,4.0,0.0,,,,,,,,,,
133,PSV Eindhoven,Johan Bakayoko,,,,,,,7.36,7.36,Defesa,10.0,4.0,1.0,0.0,,,,,,,,,,
134,FC Porto,Pepe,,,,,,,7.23,7.23,Defesa,10.0,8.0,20.0,0.0,,,,,,,,,,
135,Atlético Madrid,Marcos Llorente,,,,,,,7.18,7.18,Defesa,10.0,3.0,6.0,0.0,,,,,,,,,,
136,Inter,Henrikh Mkhitaryan,,,,,,,7.16,7.16,Defesa,10.0,8.0,7.0,0.0,,,,,,,,,,
137,Atlético Madrid,Rodrigo de Paul,,,,,,,7.14,7.14,Defesa,10.0,4.0,6.0,0.0,,,,,,,,,,
138,Barcelona,Pedri,,,,,,,7.13,7.13,Defesa,10.0,2.0,5.0,0.0,,,,,,,,,,
139,Inter,Davide Frattesi,,,,,,,7.1,7.1,Defesa,10.0,3.0,8.0,0.0,,,,,,,,,,
140,FC Porto,Pepê,,,,,,,7.06,7.06,Defesa,10.0,3.0,1.0,0.0,,,,,,,,,,
141,Feyenoord,Ramiz Zerrouki,,,,,,,7.0,7.0,Defesa,10.0,5.0,3.0,0.0,,,,,,,,,,
142,RC Lens,Florian Sotoca,,,,,,,6.97,6.97,Defesa,10.0,5.0,8.0,0.0,,,,,,,,,,
143,RC Lens,Deiver Machado,,,,,,,6.96,6.96,Defesa,10.0,2.0,7.0,0.0,,,,,,,,,,
144,FC Bayern München,Min-jae Kim,,,,,,,6.9,6.9,Defesa,10.0,17.0,23.0,0.0,,,,,,,,,,
145,Sporting Braga,Victor Gómez,,,,,,,6.88,6.88,Defesa,10.0,3.0,8.0,0.0,,,,,,,,,,
146,Real Madrid,Nacho Fernández,,,,,,,6.88,6.88,Defesa,10.0,10.0,30.0,0.0,,,,,,,,,,
147,Barcelona,Fermín López,,,,,,,6.85,6.85,Defesa,10.0,2.0,0.0,0.0,,,,,,,,,,
148,Newcastle United,Anthony Gordon,,,,,,,6.85,6.85,Defesa,10.0,2.0,1.0,0.0,,,,,,,,,,
149,Red Bull Salzburg,Lucas Gourna-Douath,,,,,,,6.84,6.84,Defesa,10.0,12.0,5.0,0.0,,,,,,,,,,
150,Atlético Madrid,Rodrigo Riquelme,,,,,,,6.83,6.83,Defesa,10.0,2.0,3.0,0.0,,,,,,,,,,
151,Borussia Dortmund,Salih Özcan,,,,,,,6.82,6.82,Defesa,10.0,7.0,6.0,0.0,,,,,,,,,,
152,Lazio,Manuel Lazzari,,,,,,,6.8,6.8,Defesa,10.0,5.0,4.0,0.0,,,,,,,,,,
153,Arsenal,William Saliba,,,,,,,6.78,6.78,Defesa,10.0,7.0,26.0,0.0,,,,,,,,,,
154,Inter,Carlos Augusto,,,,,,,6.77,6.77,Defesa,10.0,0.0,12.0,0.0,,,,,,,,,,
155,1. FC Union Berlin,Lucas Tousart,,,,,,,6.72,6.72,Defesa,10.0,4.0,3.0,0.0,,,,,,,,,,
156,FC Bayern München,Harry Kane,,,,,,,7.62,7.62,Defesa,9.0,1.0,7.0,0.0,,,,,,,,,,
157,Barcelona,Lamine Yamal,,,,,,,7.24,7.24,Defesa,9.0,7.0,1.0,0.0,,,,,,,,,,
158,Shakhtar Donetsk,Irakli Azarovi,,,,,,,7.18,7.18,Defesa,9.0,4.0,7.0,0.0,,,,,,,,,,
159,Sporting Braga,Mutassim Al-Musrati,,,,,,,7.16,7.16,Defesa,9.0,8.0,6.0,0.0,,,,,,,,,,
160,Feyenoord,Mats Wieffer,,,,,,,7.12,7.12,Defesa,9.0,10.0,5.0,0.0,,,,,,,,,,
161,Newcastle United,Valentino Livramento,,,,,,,7.07,7.07,Defesa,9.0,1.0,7.0,0.0,,,,,,,,,,
162,FC København,Diogo Gonçalves,,,,,,,7.06,7.06,Defesa,9.0,6.0,6.0,0.0,,,,,,,,,,
163,Inter,Stefan de Vrij,,,,,,,7.03,7.03,Defesa,9.0,5.0,34.0,0.0,,,,,,,,,,
164,Arsenal,Gabriel Magalhães,,,,,,,7.0,7.0,Defesa,9.0,3.0,34.0,0.0,,,,,,,,,,
165,Feyenoord,Yankuba Minteh,,,,,,,6.98,6.98,Defesa,9.0,1.0,0.0,0.0,,,,,,,,,,
166,Real Madrid,Aurélien Tchouaméni,,,,,,,6.98,6.98,Defesa,9.0,9.0,12.0,0.0,,,,,,,,,,
167,Borussia Dortmund,Jadon Sancho,,,,,,,6.93,6.93,Defesa,9.0,2.0,2.0,0.0,,,,,,,,,,
168,Arsenal,Ben White,,,,,,,6.9,6.9,Defesa,9.0,9.0,8.0,0.0,,,,,,,,,,
169,Barcelona,Frenkie de Jong,,,,,,,6.9,6.9,Defesa,9.0,3.0,5.0,0.0,,,,,,,,,,
170,Red Bull Salzburg,Nicolás Capaldo,,,,,,,6.88,6.88,Defesa,9.0,6.0,2.0,0.0,,,,,,,,,,
171,Galatasaray,Wilfried Zaha,,,,,,,6.85,6.85,Defesa,9.0,1.0,0.0,0.0,,,,,,,,,,
172,Lazio,Matías Vecino,,,,,,,6.85,6.85,Defesa,9.0,6.0,13.0,0.0,,,,,,,,,,
173,Real Sociedad,Javi Galán,,,,,,,6.83,6.83,Defesa,9.0,10.0,2.0,0.0,,,,,,,,,,
174,Lazio,Adam Marušić,,,,,,,6.74,6.74,Defesa,9.0,8.0,8.0,0.0,,,,,,,,,,
175,Red Bull Salzburg,Samson Baidoo,,,,,,,6.74,6.74,Defesa,9.0,0.0,11.0,0.0,,,,,,,,,,
176,Royal Antwerp FC,Alhassan Yusuf,,,,,,,6.73,6.73,Defesa,9.0,3.0,5.0,0.0,,,,,,,,,,
177,RC Lens,Salis Abdul Samed,,,,,,,6.73,6.73,Defesa,9.0,5.0,7.0,0.0,,,,,,,,,,
178,Royal Antwerp FC,Michel Ange Balikwisha,,,,,,,6.7,6.7,Defesa,9.0,5.0,1.0,0.0,,,,,,,,,,
179,RC Lens,Facundo Medina,,,,,,,6.68,6.68,Defesa,9.0,5.0,12.0,0.0,,,,,,,,,,
180,FK Crvena zvezda,Milan Rodić,,,,,,,6.63,6.63,Defesa,9.0,4.0,13.0,0.0,,,,,,,,,,
181,RB Leipzig,Nicolas Seiwald,,,,,,,6.63,6.63,Defesa,9.0,5.0,4.0,0.0,,,,,,,,,,
182,Royal Antwerp FC,Jelle Bataille,,,,,,,6.48,6.48,Defesa,9.0,5.0,1.0,0.0,,,,,,,,,,
183,Barcelona,Raphinha,,,,,,,7.74,7.74,Defesa,8.0,1.0,2.0,0.0,,,,,,,,,,
184,Real Madrid,Vinícius Júnior,,,,,,,7.66,7.66,Defesa,8.0,1.0,0.0,0.0,,,,,,,,,,
185,Feyenoord,Calvin Stengs,,,,,,,7.52,7.52,Defesa,8.0,2.0,1.0,0.0,,,,,,,,,,
186,Sporting Braga,Bruma,,,,,,,7.34,7.34,Defesa,8.0,1.0,2.0,0.0,,,,,,,,,,
187,Arsenal,Gabriel Jesus,,,,,,,7.3,7.3,Defesa,8.0,1.0,3.0,0.0,,,,,,,,,,
188,Napoli,Khvicha Kvaratskhelia,,,,,,,7.23,7.23,Defesa,8.0,4.0,2.0,0.0,,,,,,,,,,
189,RB Leipzig,Kevin Kampl,,,,,,,7.2,7.2,Defesa,8.0,4.0,6.0,0.0,,,,,,,,,,
190,Real Madrid,Rodrygo,,,,,,,7.13,7.13,Defesa,8.0,2.0,2.0,0.0,,,,,,,,,,
191,Manchester City,Rico Lewis,,,,,,,7.11,7.11,Defesa,8.0,3.0,3.0,0.0,,,,,,,,,,
192,Galatasaray,Davinson Sánchez,,,,,,,7.1,7.1,Defesa,8.0,5.0,12.0,0.0,,,,,,,,,,
193,Lazio,Mattia Zaccagni,,,,,,,7.07,7.07,Defesa,8.0,5.0,1.0,0.0,,,,,,,,,,
194,Sporting Braga,João Moutinho,,,,,,,7.06,7.06,Defesa,8.0,7.0,1.0,0.0,,,,,,,,,,
195,FC Bayern München,Matthijs de Ligt,,,,,,,7.05,7.05,Defesa,8.0,3.0,24.0,0.0,,,,,,,,,,
196,Lazio,Mario Gila Fuentes,,,,,,,7.05,7.05,Defesa,8.0,4.0,12.0,0.0,,,,,,,,,,
197,FC København,Kevin Diks,,,,,,,7.05,7.05,Defesa,8.0,7.0,37.0,0.0,,,,,,,,,,
198,Young Boys,Joël Monteiro,,,,,,,7.0,7.0,Defesa,8.0,3.0,3.0,0.0,,,,,,,,,,
199,1. FC Union Berlin,Jérôme Roussillon,,,,,,,7.0,7.0,Defesa,8.0,0.0,9.0,0.0,,,,,,,,,,
200,Celtic,Liam Scales,,,,,,,6.95,6.95,Defesa,8.0,0.0,28.0,0.0,,,,,,,,,,
201,Milan,Malick Thiaw,,,,,,,6.94,6.94,Defesa,8.0,4.0,19.0,0.0,,,,,,,,,,
202,PSV Eindhoven,André Ramalho,,,,,,,6.92,6.92,Defesa,8.0,4.0,14.0,0.0,,,,,,,,,,
203,Real Sociedad,Mikel Oyarzabal,,,,,,,6.91,6.91,Defesa,8.0,0.0,0.0,0.0,,,,,,,,,,
204,Real Madrid,Brahim Díaz,,,,,,,6.86,6.86,Defesa,8.0,0.0,0.0,0.0,,,,,,,,,,
205,Sevilla,Jesús Navas,,,,,,,6.85,6.85,Defesa,8.0,2.0,9.0,0.0,,,,,,,,,,
206,Young Boys,Mohamed Camara,,,,,,,6.84,6.84,Defesa,8.0,6.0,24.0,0.0,,,,,,,,,,
207,Inter,Matteo Darmian,,,,,,,6.83,6.83,Defesa,8.0,2.0,8.0,0.0,,,,,,,,,,
208,RB Leipzig,Emil Forsberg,,,,,,,6.82,6.82,Defesa,8.0,4.0,1.0,0.0,,,,,,,,,,
209,Real Sociedad,Robin Le Normand,,,,,,,6.81,6.81,Defesa,8.0,11.0,15.0,0.0,,,,,,,,,,
210,Galatasaray,Kaan Ayhan,,,,,,,6.78,6.78,Defesa,8.0,11.0,8.0,0.0,,,,,,,,,,
211,Atlético Madrid,Saúl Ñíguez,,,,,,,6.73,6.73,Defesa,8.0,6.0,9.0,0.0,,,,,,,,,,
212,Borussia Dortmund,Felix Nmecha,,,,,,,6.73,6.73,Defesa,8.0,5.0,6.0,0.0,,,,,,,,,,
213,Shakhtar Donetsk,Yukhym Konoplia,,,,,,,6.7,6.7,Defesa,8.0,6.0,3.0,0.0,,,,,,,,,,
214,Manchester United,Sofyan Amrabat,,,,,,,6.7,6.7,Defesa,8.0,3.0,3.0,0.0,,,,,,,,,,
215,Arsenal,Jakub Kiwior,,,,,,,6.68,6.68,Defesa,8.0,2.0,4.0,0.0,,,,,,,,,,
216,Royal Antwerp FC,Mandela Keita,,,,,,,6.67,6.67,Defesa,8.0,2.0,3.0,0.0,,,,,,,,,,
217,RC Lens,Nampalys Mendy,,,,,,,6.57,6.57,Defesa,8.0,7.0,6.0,0.0,,,,,,,,,,
218,Lazio,Elseid Hysaj,,,,,,,6.54,6.54,Defesa,8.0,2.0,6.0,0.0,,,,,,,,,,
219,FK Crvena zvezda,Nasser Djiga,,,,,,,6.53,6.53,Defesa,8.0,12.0,25.0,0.0,,,,,,,,,,
220,Paris Saint-Germain,Manuel Ugarte,,,,,,,6.48,6.48,Defesa,8.0,8.0,4.0,0.0,,,,,,,,,,
